"","�..linie","richtung","betriebsdatum","fahrzeug","kurs","seq_von","halt_diva_von","halt_punkt_diva_von","halt_kurz_von1","datum_von","soll_an_von","ist_an_von","soll_ab_von","ist_ab_von","seq_nach","halt_diva_nach","halt_punkt_diva_nach","halt_kurz_nach1","datum_nach","soll_an_nach","ist_an_nach1","soll_ab_nach","ist_ab_nach","fahrt_id","fahrweg_id","fw_no","fw_typ","fw_kurz","fw_lang","umlauf_von","halt_id_von","halt_id_nach","halt_punkt_id_von","halt_punkt_id_nach","arrivelate"
"1",10,2,"20.09.15",3063,2,2,1608,0,"LOEW","20.09.15",72840,72923,72876,72939,3,412,0,"BPLA","20.09.15",72924,73077,72966,73098,402421,3748,2,1,2,"GESS - FRAF",105550,2256,1541,5127,3452,153
"2",7,2,"20.09.15",2099,3,3,1660,1,"MORG","20.09.15",43728,43788,43752,43811,4,2005,1,"PWOL","20.09.15",43806,43882,43830,43897,36843,27,2,1,2,"WOLL - BSTE",90275,1511,2487,3348,5704,76
"3",7,1,"20.09.15",2118,4,29,1660,0,"MORG","20.09.15",60150,60204,60186,60227,30,586,0,"BUTZ","20.09.15",60228,60274,60246,60288,36878,26,1,1,1,"BSTE - WOLL",91730,1511,2488,3349,5708,46
"4",10,1,"20.09.15",3064,5,20,1550,0,"LETZ","20.09.15",30720,30778,30744,30781,21,1399,0,"KINK","20.09.15",30768,30814,30786,30818,402488,3747,1,1,1,"FRAF - GESS",105873,2274,2292,5183,5233,46
"5",11,2,"20.09.15",3081,9,29,3154,1,"MEHA","20.09.15",86268,86256,86286,86262,30,1552,1,"LEUT","20.09.15",86346,86326,86364,86331,401433,11235,2,1,2,"REHA - ZAUZ",104974,1884,1443,4218,3179,-20
"6",308,1,"20.09.15",10281,2,17,838,51,"FSTR","20.09.15",27672,27726,27678,27733,18,6347,51,"SCHB","20.09.15",27732,27784,27810,27811,433037,12595,1,1,1,"BALN - OBUR",106230,2476,1540,5673,3445,52
"7",15,1,"20.09.15",2055,5,4,2158,2,"SPLA","20.09.15",69456,69487,69486,69503,5,2128,0,"ROES","20.09.15",69546,69578,69564,69587,346088,4624,1,1,1,"BUCH - KLUS",104096,1539,2022,3436,4568,32
"8",79,1,"21.09.15",10338,1,1,134,20,"AUZO","21.09.15",35160,35254,35160,35254,2,132,20,"ZAUZ","21.09.15",35214,35296,35226,35296,181495,4906,3,1,3,"AUZO - SCHW",96155,2816,2083,6723,4741,82
"9",79,1,"21.09.15",10338,1,6,2294,20,"SCHW","21.09.15",30726,30729,30744,30739,7,2294,22,"SCHW","21.09.15",30786,30899,30786,31119,181560,4906,3,1,3,"AUZO - SCHW",96155,1501,1501,3308,3306,113
"10",79,2,"21.09.15",10338,1,4,3001,21,"ORIO","21.09.15",71964,72017,71982,72017,5,132,21,"ZAUZ","21.09.15",72042,72049,72060,72062,181576,4907,4,1,4,"SCHW - AUZO",96155,2694,2083,6399,4743,7
"11",46,1,"21.09.15",10106,1,16,3786,10,"OKEN","21.09.15",28170,28307,28194,28317,17,2474,0,"STAM","21.09.15",28362,28459,28392,28478,354053,4714,1,1,1,"RUET - BQUA",103950,2758,2088,6565,4762,97
"12",17,2,"21.09.15",3033,1,15,2707,1,"TUEF","21.09.15",58914,58857,58938,58873,16,1041,1,"GRUN","21.09.15",58998,58947,59028,58957,351894,4374,2,1,2,"GESS - WERD",104531,2580,2544,6312,5900,-51
"13",17,1,"21.09.15",2076,2,15,2395,0,"SIHL","21.09.15",57318,57375,57360,57396,16,413,0,"BQUA","21.09.15",57468,57527,57528,57543,351935,4373,1,1,1,"WERD - GESS",103832,2289,1542,5222,3457,59
"14",11,2,"21.09.15",3058,10,22,1522,1,"LAUI","21.09.15",71232,71222,71256,71237,23,564,1,"BUCH","21.09.15",71310,71312,71352,71333,351039,11235,2,1,2,"REHA - ZAUZ",103617,2085,1309,4752,2851,2
"15",303,2,"21.09.15",11439,8,13,1226,51,"HACK","21.09.15",62034,62071,62052,62083,14,725,51,"DOER","21.09.15",62118,62153,62136,62166,436871,12327,6,1,6,"FARB - BKIS",106343,2039,2381,4612,5452,35
"16",14,2,"20.09.15",3083,5,7,3042,1,"BWIE","21.09.15",1404,1446,1446,1453,8,6238,1,"WERE","21.09.15",1476,1503,1494,1509,250866,10162,10,1,10,"TRIE - SOER für Einfahrt",99249,1557,1534,3503,3413,27
"17",9,2,"21.09.15",3001,7,31,1590,1,"LUEG","21.09.15",27750,27793,27774,27808,32,1587,1,"LUCH","21.09.15",27810,27856,27834,27874,351057,5115,4,1,4,"TRIE - HIRZ",104339,2729,2482,6496,5692,46
"18",161,1,"21.09.15",10552,2,9,2461,50,"STAD","21.09.15",70992,71019,71010,71028,10,2859,50,"WEIK","21.09.15",71082,71104,71100,71115,59381,12446,1,1,1,"BURK - KILB",93675,2625,2737,5987,6512,22
"19",80,2,"21.09.15",10518,2,6,3705,21,"ALBD","21.09.15",69168,69206,69204,69218,7,2754,21,"UNTM","21.09.15",69252,69289,69282,69297,436110,4825,2,1,2,"TRIS - BOEN",106562,2564,2687,6262,6386,37
"20",161,1,"21.09.15",10552,2,1,615,50,"BURK","21.09.15",73740,73785,73740,73785,2,2055,50,"RENT","21.09.15",73878,73887,73896,73899,59383,12446,1,1,1,"BURK - KILB",93675,2590,2814,6336,6711,9
"21",14,1,"21.09.15",2021,8,14,1366,1,"SIHP","21.09.15",19032,18978,19056,18991,15,2556,1,"STAU","21.09.15",19128,19089,19218,19190,47546,10159,5,1,5,"SOER - TRIE für Ausfahrt",91081,2262,1502,5152,3311,-39
"22",14,1,"21.09.15",2020,10,20,6238,0,"WERE","21.09.15",41640,41633,41652,41646,21,3042,0,"BWIE","21.09.15",41706,41698,41754,41737,47610,5275,1,1,1,"SEEB - TRIE",94290,1534,1557,3410,3504,-8
"23",10,2,"20.09.15",3067,3,26,2758,1,"UNTR07","20.09.15",27024,27055,27036,27082,27,6506,1,"BABH07","20.09.15",27096,27147,27108,27157,402431,3748,2,1,2,"GESS - FRAF",106016,751,1377,1673,3030,51
"24",10,1,"20.09.15",3063,2,11,1552,0,"LEUT","20.09.15",38196,38170,38214,38181,12,3447,2,"BOEO","20.09.15",38292,38264,38346,38279,402408,3747,1,1,1,"FRAF - GESS",105550,1443,1919,3181,9443,-28
"25",7,2,"20.09.15",2099,3,3,1660,1,"MORG","20.09.15",49128,49146,49152,49161,4,2005,1,"PWOL","20.09.15",49206,49233,49230,49245,36845,27,2,1,2,"WOLL - BSTE",90275,1511,2487,3348,5704,27
"26",11,1,"20.09.15",3081,9,22,894,0,"ENZE","20.09.15",18930,18913,18948,18936,23,2549,0,"REHA","20.09.15",18990,19009,18990,19047,401412,11274,5,1,5,"EWYS - REHA für Ausfahrt",104974,2312,2092,5285,4779,19
"27",11,2,"20.09.15",3081,9,25,144,1,"BADA","20.09.15",33708,33735,33732,33747,26,2045,1,"REGB","20.09.15",33774,33796,33792,33807,401417,11235,2,1,2,"REHA - ZAUZ",104974,2090,2089,4776,4768,22
"28",7,1,"20.09.15",2118,4,20,1861,2,"PARA","20.09.15",81264,81283,81300,81300,21,2582,0,"STOC","20.09.15",81354,81368,81390,81380,36886,9553,11,1,11,"BSTE - WOLL für Einfahrt",91730,1528,2414,3384,5532,14
"29",308,2,"20.09.15",10281,2,3,3590,51,"SONU","20.09.15",64926,64925,64932,64925,4,2440,51,"SPIT","20.09.15",64974,64970,64992,64985,432483,101,2,1,2,"OBUR - BALN",106230,2483,2341,5695,5359,-4
"30",6,2,"21.09.15",2102,2,9,2673,1,"TOBL","22.09.15",1272,1290,1302,1296,10,3045,1,"ZUER","22.09.15",1344,1355,1362,1364,350476,4561,4,1,4,"GESS - ZOO",104086,2701,2791,6418,6651,11
"31",79,2,"21.09.15",10338,1,5,132,21,"ZAUZ","21.09.15",56622,56634,56640,56650,6,134,20,"AUZO","21.09.15",56706,56732,56706,56791,181530,4907,4,1,4,"SCHW - AUZO",96155,2083,2816,4743,6723,26
"32",7,2,"21.09.15",2107,4,9,3026,1,"ENGE","21.09.15",21864,21856,21894,21873,10,2689,1,"TUNN","21.09.15",21942,21935,21966,21944,75364,27,2,1,2,"WOLL - BSTE",91500,1893,2508,4244,5752,-7
"33",34,1,"21.09.15",10150,2,7,455,10,"BERH","21.09.15",34584,34618,34602,34627,8,1584,10,"LOOR","21.09.15",34662,34689,34680,34701,50658,4705,1,1,1,"KLUS - KIEN",92298,2437,2450,5583,5617,27
"34",17,1,"21.09.15",3033,1,27,2722,0,"UETL","21.09.15",61566,61615,61596,61631,28,2596,0,"STRV","21.09.15",61662,61683,61692,61698,351895,6733,3,1,3,"WERD - ALBG",104531,2633,2714,6010,6462,21
"35",17,1,"21.09.15",2076,2,12,2014,0,"QUEL","21.09.15",76746,76876,76764,76890,13,1557,0,"LIMM","21.09.15",76818,76942,76848,76958,351945,4373,1,1,1,"WERD - GESS",103832,2298,2287,5255,5219,124
"36",11,1,"21.09.15",2050,10,17,435,0,"BECK","21.09.15",33474,33449,33498,33462,18,2474,0,"STAM","21.09.15",33570,33544,33600,33556,351028,11240,1,1,1,"ZAUZ - REHA",103617,2086,2088,4753,4762,-26
"37",302,2,"20.09.15",11424,1,9,2237,50,"SZEN","20.09.15",35928,35878,35952,35893,10,6347,50,"SCHB","20.09.15",36012,35943,36120,36137,432541,51,2,1,2,"BWEI - BDIE",106341,1537,1540,3428,3444,-69
"38",80,2,"21.09.15",10413,3,13,1231,21,"HOHE","22.09.15",1800,1810,1812,1810,14,2935,21,"WINZ","22.09.15",1860,1873,1878,1876,436142,4827,4,1,4,"TRIE - BOEN",106423,2841,2711,6771,6439,13
"39",9,1,"21.09.15",2089,8,32,1187,0,"HEUR","21.09.15",48996,49073,49020,49095,33,1187,2,"HEUR","21.09.15",49038,49220,49038,49220,351090,5112,1,1,1,"HIRZ - HEUR",103942,1908,1908,6121,6125,182
"40",9,2,"21.09.15",3049,9,7,6238,1,"WERE","21.09.15",80334,80340,80352,80346,8,2556,0,"STAU","21.09.15",80406,80449,80496,80494,351123,5113,2,1,2,"HEUR - HIRZ",104249,1534,1502,3413,3312,43
"41",80,2,"21.09.15",10518,2,23,6020,21,"GLAS","21.09.15",55236,55385,55254,55397,24,1000,22,"GLAU","21.09.15",55278,55439,55308,55456,436104,4825,2,1,2,"TRIS - BOEN",106562,2716,2454,6467,5624,161
"42",80,2,"21.09.15",10518,2,25,3451,21,"MOTT","21.09.15",75384,75514,75402,75520,26,3450,21,"CHAL","21.09.15",75432,75562,75450,75570,436112,4825,2,1,2,"TRIS - BOEN",106562,2586,2584,6327,6324,130
"43",14,1,"21.09.15",2021,8,23,1012,0,"GOLP","21.09.15",41010,41083,41046,41109,24,2638,0,"TALW","21.09.15",41082,41159,41112,41176,47554,5275,1,1,1,"SEEB - TRIE",91081,701,2627,1559,5994,77
"44",14,1,"21.09.15",2020,10,15,413,0,"BQUA","21.09.15",73452,73680,73512,73699,16,412,1,"BPLA","21.09.15",73572,73812,73620,73859,47622,5275,1,1,1,"SEEB - TRIE",94290,1542,1541,3457,3448,240
"45",10,2,"20.09.15",3067,3,23,6508,1,"GLIN07","20.09.15",48438,48468,48450,48482,24,994,1,"BGLA07","20.09.15",48522,48546,48534,48557,402439,3748,2,1,2,"GESS - FRAF",106016,1379,1452,3035,3210,24
"46",10,1,"20.09.15",3063,2,8,6508,0,"GLIN07","20.09.15",75702,75841,75714,75850,9,6461,2,"GGLA07","20.09.15",75774,75914,75786,75929,402422,3747,1,1,1,"FRAF - GESS",105550,1379,1931,3038,4354,140
"47",7,2,"20.09.15",2099,3,29,2008,1,"PROB","20.09.15",40470,40430,40494,40444,30,1620,1,"MATT","20.09.15",40530,40487,40554,40507,36841,27,2,1,2,"WOLL - BSTE",90275,2489,2356,5713,5390,-43
"48",10,2,"20.09.15",3064,5,12,1507,1,"LANM","21.09.15",726,736,744,738,13,1334,1,"IRCH","21.09.15",798,807,828,817,402509,12453,8,1,8,"GESS - BOER",105873,2315,1543,5293,3471,9
"49",11,2,"20.09.15",3081,9,12,615,1,"BURK","20.09.15",32496,32484,32550,32526,13,601,1,"BOES","20.09.15",32586,32592,32616,32614,401417,11235,2,1,2,"REHA - ZAUZ",104974,2590,2228,6339,6210,6
"50",7,1,"20.09.15",2118,4,27,3044,0,"BWOL","20.09.15",54618,54643,54642,54659,28,2005,0,"PWOL","20.09.15",54672,54703,54702,54717,36876,26,1,1,1,"BSTE - WOLL",91730,2025,2487,4574,5705,31
"51",308,2,"20.09.15",10281,2,10,1151,50,"HEIM","20.09.15",74412,74420,74424,74420,11,1694,50,"NASS","20.09.15",74454,74457,74466,74457,432487,101,2,1,2,"OBUR - BALN",106230,2050,2007,4650,4538,3
"52",6,1,"21.09.15",3053,2,8,736,0,"ETHZ","21.09.15",49818,49818,49860,49846,9,1100,0,"HEGG","21.09.15",49932,49921,49962,49935,350453,4558,1,1,1,"ZOO - ENGE",104086,1308,2302,2844,5261,-11
"53",79,2,"21.09.15",10338,1,5,132,21,"ZAUZ","21.09.15",66222,66298,66240,66298,6,134,20,"AUZO","21.09.15",66306,66364,66306,66375,181566,4907,4,1,4,"SCHW - AUZO",96155,2083,2816,4743,6723,58
"54",7,2,"21.09.15",2104,3,25,2326,1,"SCHO","21.09.15",57384,57469,57408,57482,26,2294,1,"SCHW","21.09.15",57480,57550,57516,57575,75348,27,2,1,2,"WOLL - BSTE",91433,2046,1501,4637,3307,70
"55",46,2,"21.09.15",10106,1,6,2104,13,"ROSE","21.09.15",35484,35541,35508,35557,7,1528,11,"LEHE","21.09.15",35562,35630,35586,35641,354058,11466,2,1,2,"BQUA - RUET",103950,2749,2563,6544,6258,68
"56",17,1,"21.09.15",2076,2,6,2447,0,"SPOH","21.09.15",69276,69287,69306,69301,7,467,0,"BERO","21.09.15",69342,69352,69372,69362,351941,4373,1,1,1,"WERD - GESS",103832,2572,2645,6284,6043,10
"57",17,1,"21.09.15",2076,2,5,1120,0,"HARH","21.09.15",83562,83577,83580,83583,6,2447,0,"SPOH","21.09.15",83634,83651,83658,83658,351949,4373,1,1,1,"WERD - GESS",103832,2792,2572,6655,6284,17
"58",11,2,"21.09.15",2019,10,22,1522,1,"LAUI","21.09.15",44232,44510,44256,44524,23,564,1,"BUCH","21.09.15",44310,44598,44352,44648,351031,11235,2,1,2,"REHA - ZAUZ",103617,2085,1309,4752,2851,288
"59",15,2,"20.09.15",2055,5,12,1100,3,"HEGG","20.09.15",64794,64768,64812,64779,13,2411,1,"SONN","20.09.15",64854,64824,64872,64839,346085,4625,2,1,2,"KLUS - BUCH",104096,2302,2047,5263,4646,-30
"60",14,2,"21.09.15",3085,11,26,1275,1,"SEPL","22.09.15",1938,1925,1962,1952,27,2346,1,"SEEB","22.09.15",2022,2034,2022,2071,47756,5276,2,1,2,"TRIE - SEEB",93090,1934,1596,4360,3633,12
"61",9,2,"21.09.15",3001,7,26,2814,1,"WALD","21.09.15",50838,51009,50862,51020,27,2326,1,"SCHO","21.09.15",50910,51093,50934,51102,351065,5113,2,1,2,"HEUR - HIRZ",104339,2375,2046,5440,4637,183
"62",9,1,"21.09.15",2089,8,30,1012,0,"GOLP","21.09.15",60600,60637,60630,60654,31,2638,0,"TALW","21.09.15",60666,60712,60696,60729,351094,5114,3,1,3,"HIRZ - TRIE",103942,701,2627,1559,5994,46
"63",80,2,"21.09.15",10518,2,19,1280,23,"HOEB","21.09.15",60066,60447,60096,60463,20,735,23,"ETHH","21.09.15",60144,60559,60180,60598,436106,4825,2,1,2,"TRIS - BOEN",106562,2610,2666,5947,6087,415
"64",80,1,"21.09.15",10413,3,6,1000,20,"GLAU","21.09.15",76626,76712,76662,76738,7,2289,20,"SWEG","21.09.15",76716,76827,76740,76837,436137,4826,3,1,3,"BOEN - TRIE",106423,2454,2608,5627,5940,111
"65",80,1,"21.09.15",10418,4,10,1280,22,"HOEB","21.09.15",42738,42775,42768,42786,11,1626,20,"MEIE","21.09.15",42816,42858,42858,42873,436155,4824,1,1,1,"BOEN - TRIS",106247,2610,2607,5945,5934,42
"66",14,2,"21.09.15",2020,10,19,1643,1,"MIBU","21.09.15",33348,33359,33408,33408,20,1215,1,"HIRS","21.09.15",33450,33462,33480,33476,47607,5276,2,1,2,"TRIE - SEEB",94290,1504,1532,3321,3400,12
"67",10,2,"20.09.15",3067,3,17,2151,1,"SALE","20.09.15",69540,69548,69564,69560,18,2572,1,"SOER","20.09.15",69618,69631,69660,69676,402447,3748,2,1,2,"GESS - FRAF",106016,2313,1311,5288,2869,13
"68",7,2,"20.09.15",2099,3,13,2054,1,"RAUG","21.09.15",1668,1692,1704,1705,14,416,1,"BSTR","21.09.15",1758,1784,1794,1800,36859,27,2,1,2,"WOLL - BSTE",90275,2035,1895,4602,4260,26
"69",10,2,"20.09.15",3063,2,12,1507,1,"LANM","20.09.15",68232,68285,68250,68299,13,1334,1,"IRCH","20.09.15",68310,68364,68340,68378,402419,3748,2,1,2,"GESS - FRAF",105550,2315,1543,5293,3471,54
"70",10,2,"20.09.15",3066,6,12,1507,1,"LANM","20.09.15",77226,77218,77244,77227,13,1334,1,"IRCH","20.09.15",77298,77302,77328,77311,402533,3748,2,1,2,"GESS - FRAF",105404,2315,1543,5293,3471,4
"71",11,2,"20.09.15",3081,9,22,1522,1,"LAUI","20.09.15",33444,33462,33468,33472,23,564,1,"BUCH","20.09.15",33522,33544,33582,33596,401417,11235,2,1,2,"REHA - ZAUZ",104974,2085,1309,4752,2851,22
"72",7,1,"20.09.15",2118,4,7,2326,0,"SCHO","20.09.15",80142,80141,80166,80153,8,2814,0,"WALD","20.09.15",80238,80213,80256,80246,36886,9553,11,1,11,"BSTE - WOLL für Einfahrt",91730,2046,2375,4640,5441,-25
"73",302,1,"20.09.15",11424,1,10,2869,51,"WELB","20.09.15",60294,60401,60312,60401,11,2268,51,"SWEI","20.09.15",60372,60476,60396,60484,432550,50,1,1,1,"BDIE - BWEI",106341,2516,2333,5773,5342,104
"74",6,1,"21.09.15",3053,2,11,416,0,"BSTR","21.09.15",50202,50198,50244,50232,12,2054,0,"RAUG","21.09.15",50304,50298,50346,50325,350453,4558,1,1,1,"ZOO - ENGE",104086,1895,2035,4261,4603,-6
"75",79,2,"21.09.15",10338,1,2,1179,21,"HERZ","21.09.15",65958,66021,65976,66031,3,114,21,"AUBR","21.09.15",66042,66155,66060,66163,181566,4907,4,1,4,"SCHW - AUZO",96155,2422,1846,5551,4142,113
"76",7,1,"21.09.15",2104,3,24,1666,0,"MUSR","21.09.15",60228,60157,60252,60178,25,547,0,"BRUN","21.09.15",60318,60242,60342,60254,75349,26,1,1,1,"BSTE - WOLL",91433,2413,2367,5526,5417,-76
"77",34,2,"21.09.15",10150,2,8,2251,11,"SYFI","21.09.15",24684,24715,24696,24715,9,1362,11,"KAPF","21.09.15",24738,24757,24756,24768,50647,4706,2,1,2,"KIEN - KLUS",92298,2473,2434,5668,5575,19
"78",17,1,"21.09.15",3033,1,17,416,0,"BSTR","21.09.15",60696,60720,60738,60754,18,2054,0,"RAUG","21.09.15",60792,60815,60828,60832,351895,6733,3,1,3,"WERD - ALBG",104531,1895,2035,4261,4603,23
"79",17,1,"21.09.15",2076,2,17,412,1,"BPLA","21.09.15",66516,66608,66564,66629,18,972,0,"GESS","21.09.15",66636,66739,66636,66833,351939,4373,1,1,1,"WERD - GESS",103832,1541,1816,3448,4067,103
"80",11,2,"21.09.15",2052,2,15,2054,1,"RAUG","21.09.15",60162,60208,60210,60242,16,416,1,"BSTR","21.09.15",60276,60311,60324,60338,351272,11235,2,1,2,"REHA - ZAUZ",103782,2035,1895,4602,4260,35
"81",308,1,"20.09.15",10281,2,10,1862,51,"PAEN","20.09.15",81300,81328,81318,81335,11,1498,51,"LANA","20.09.15",81366,81386,81378,81392,432490,12595,1,1,1,"BALN - OBUR",106230,2518,2475,5777,5672,20
"82",9,2,"21.09.15",3001,7,29,1139,1,"HEER","21.09.15",51096,51254,51120,51267,30,1590,1,"LUEG","21.09.15",51162,51310,51186,51330,351065,5113,2,1,2,"HEUR - HIRZ",104339,2812,2729,6704,6496,148
"83",9,1,"21.09.15",3001,7,24,1861,1,"PARA","21.09.15",53622,53594,53682,53654,25,2396,1,"SIHS","21.09.15",53742,53732,53790,53743,351066,5112,1,1,1,"HIRZ - HEUR",104339,1528,2657,3387,6065,-10
"84",80,1,"21.09.15",10413,3,3,3449,20,"BIRC","21.09.15",36768,36850,36792,36857,4,3450,20,"CHAL","21.09.15",36822,36899,36846,36914,436121,4824,1,1,1,"BOEN - TRIS",106423,2562,2584,6256,6323,77
"85",80,1,"21.09.15",10413,3,25,47,20,"ALBR","21.09.15",77946,78062,77964,78062,26,1007,20,"GOLD","21.09.15",78000,78127,78018,78127,436137,4826,3,1,3,"BOEN - TRIE",106423,2810,2718,6697,6470,127
"86",80,1,"21.09.15",10418,4,13,2831,1,"WART","21.09.15",42960,43004,42984,43021,14,2935,1,"WINZ","21.09.15",43032,43075,43074,43081,436155,4824,1,1,1,"BOEN - TRIS",106247,2671,2711,6100,6441,43
"87",14,1,"21.09.15",2021,8,10,1061,0,"GUGG","21.09.15",39678,39682,39702,39698,11,2158,0,"SPLA","21.09.15",39756,39759,39792,39777,47554,5275,1,1,1,"SEEB - TRIE",91081,2045,1539,4632,3443,3
"88",14,2,"21.09.15",3085,11,3,1187,1,"HEUR","21.09.15",37662,37668,37686,37682,4,2638,1,"TALW","21.09.15",37716,37718,37740,37737,47738,5276,2,1,2,"TRIE - SEEB",93090,1908,2627,6124,5993,2
"89",12,1,"20.09.15",3070,3,1,6232,3,"FRAF07","20.09.15",50400,50394,50400,50394,2,6232,0,"FRAF07","20.09.15",50466,50459,50484,50470,402308,1495,1,1,1,"FRAF - BSTE",105373,373,373,827,826,-7
"90",10,2,"20.09.15",3063,2,18,2572,1,"SOER","20.09.15",74070,74218,74100,74232,19,3447,3,"BOEO","20.09.15",74160,74324,74190,74347,402421,3748,2,1,2,"GESS - FRAF",105550,1311,1919,2869,9444,164
"91",7,2,"20.09.15",2099,3,16,1100,3,"HEGG","20.09.15",39456,39505,39474,39511,17,2411,1,"SONN","20.09.15",39516,39558,39534,39576,36841,27,2,1,2,"WOLL - BSTE",90275,2302,2047,5263,4646,42
"92",10,2,"20.09.15",3064,5,26,2758,1,"UNTR07","20.09.15",50484,50491,50496,50503,27,6506,1,"BABH07","20.09.15",50556,50569,50568,50585,402495,3748,2,1,2,"GESS - FRAF",105873,751,1377,1673,3030,13
"93",11,2,"20.09.15",3081,9,1,2549,0,"REHA","20.09.15",31650,31656,31650,31656,2,894,1,"ENZE","20.09.15",31698,31707,31710,31711,401417,11235,2,1,2,"REHA - ZAUZ",104974,2092,2312,4779,5284,9
"94",7,1,"20.09.15",2118,4,24,1666,0,"MUSR","20.09.15",54390,54416,54414,54436,25,547,0,"BRUN","20.09.15",54474,54497,54498,54511,36876,26,1,1,1,"BSTE - WOLL",91730,2413,2367,5526,5417,23
"95",302,2,"20.09.15",11424,1,9,2237,50,"SZEN","20.09.15",79128,79152,79152,79162,10,6347,50,"SCHB","20.09.15",79212,79224,79320,79332,432557,51,2,1,2,"BWEI - BDIE",106341,1537,1540,3428,3444,12
"96",6,2,"21.09.15",2102,2,11,2618,1,"SUSE","22.09.15",1398,1415,1422,1423,12,3005,0,"ZOO","22.09.15",1500,1533,1500,1543,350476,4561,4,1,4,"GESS - ZOO",104086,2567,2699,6269,6409,33
"97",79,2,"21.09.15",10338,1,4,3001,21,"ORIO","21.09.15",72954,72951,72972,72951,5,132,21,"ZAUZ","21.09.15",73032,72981,73050,72998,181578,4907,4,1,4,"SCHW - AUZO",96155,2694,2083,6399,4743,-51
"98",79,1,"21.09.15",10338,1,1,134,20,"AUZO","21.09.15",30360,30385,30360,30385,2,132,20,"ZAUZ","21.09.15",30414,30441,30426,30451,181560,4906,3,1,3,"AUZO - SCHW",96155,2816,2083,6723,4741,27
"99",34,1,"21.09.15",10150,2,2,1362,10,"KAPF","21.09.15",28872,28878,28896,28878,3,2251,10,"SYFI","21.09.15",28944,28929,28956,28939,50652,4705,1,1,1,"KLUS - KIEN",92298,2434,2473,5576,5667,-15
"100",17,2,"21.09.15",2076,2,1,46,0,"ALBG","21.09.15",62310,62434,62310,62435,2,2596,1,"STRV","21.09.15",62406,62516,62580,62588,351938,6734,4,1,4,"ALBG - WERD",103832,2809,2714,6694,6458,110
"101",17,2,"21.09.15",2076,2,11,857,1,"FWEG","21.09.15",55488,55505,55518,55517,12,467,1,"BERO","21.09.15",55548,55562,55572,55574,351934,4374,2,1,2,"GESS - WERD",103832,2750,2645,6546,6042,14
"102",11,2,"21.09.15",2019,10,18,2474,1,"STAM","21.09.15",57366,57435,57414,57450,19,435,1,"BECK","21.09.15",57468,57520,57510,57531,351035,11235,2,1,2,"REHA - ZAUZ",103617,2088,2086,4761,4755,52
"103",15,1,"20.09.15",2055,5,17,2124,2,"ROEM","20.09.15",70482,70535,70512,70546,18,1278,0,"HOEL","20.09.15",70548,70600,70566,70611,346088,4624,1,1,1,"BUCH - KLUS",104096,1531,1406,6146,6114,52
"104",9,1,"21.09.15",3043,6,7,2326,0,"SCHO","21.09.15",51702,51698,51726,51710,8,2814,0,"WALD","21.09.15",51804,51765,51822,51776,350989,5112,1,1,1,"HIRZ - HEUR",104362,2046,2375,4640,5441,-39
"105",9,2,"21.09.15",3049,9,5,2256,1,"SWIE","21.09.15",49836,49849,49884,49866,6,3042,1,"BWIE","21.09.15",49932,49981,49980,49992,351113,5113,2,1,2,"HEUR - HIRZ",104249,2060,1557,4679,3503,49
"106",80,2,"21.09.15",10518,2,16,2831,0,"WART","21.09.15",59736,59942,59766,59950,17,3015,0,"ZWIE","21.09.15",59808,60187,59838,60202,436106,4825,2,1,2,"TRIS - BOEN",106562,2671,2731,6099,6502,379
"107",80,2,"21.09.15",10518,2,22,2289,21,"SWEG","21.09.15",70488,70568,70506,70583,23,6020,21,"GLAS","21.09.15",70536,70619,70554,70628,436110,4825,2,1,2,"TRIS - BOEN",106562,2608,2716,5941,6467,83
"108",161,1,"21.09.15",10552,2,4,3522,50,"SUKK","21.09.15",73992,74019,74010,74019,5,3141,50,"LAND","21.09.15",74046,74069,74064,74069,59383,12446,1,1,1,"BURK - KILB",93675,2551,2813,6231,6709,23
"109",14,1,"21.09.15",3088,9,22,2256,0,"SWIE","21.09.15",57552,57578,57600,57602,23,1012,0,"GOLP","21.09.15",57660,57742,57696,57772,47588,5275,1,1,1,"SEEB - TRIE",90419,2060,701,4683,1559,82
"110",14,1,"21.09.15",3088,9,7,465,0,"BERN","21.09.15",61380,61366,61404,61378,8,1215,0,"HIRS","21.09.15",61458,61448,61488,61463,47590,5275,1,1,1,"SEEB - TRIE",90419,2276,1532,5188,3402,-10
"111",10,2,"20.09.15",3063,2,6,736,2,"ETHZ","20.09.15",62478,62524,62508,62545,7,1098,1,"HALB","20.09.15",62538,62587,62562,62603,402417,3748,2,1,2,"GESS - FRAF",105550,1308,2258,2837,5138,49
"112",7,1,"20.09.15",2099,3,8,2814,0,"WALD","20.09.15",41610,41585,41628,41598,9,2666,0,"TIER","20.09.15",41682,41646,41700,41660,36842,26,1,1,1,"BSTE - WOLL",90275,2375,2406,5441,5512,-36
"113",7,1,"20.09.15",2118,4,20,1861,2,"PARA","20.09.15",59454,59456,59496,59489,21,2582,0,"STOC","20.09.15",59550,59562,59586,59592,36878,26,1,1,1,"BSTE - WOLL",91730,1528,2414,3384,5532,12
"114",10,1,"20.09.15",3064,5,17,1643,0,"MIBU","20.09.15",30504,30566,30534,30588,18,1334,0,"IRCH","20.09.15",30594,30656,30624,30668,402488,3747,1,1,1,"FRAF - GESS",105873,1504,1543,3326,3463,62
