"","�..linie","richtung","betriebsdatum","fahrzeug","kurs","seq_von","halt_diva_von","halt_punkt_diva_von","halt_kurz_von1","datum_von","soll_an_von","ist_an_von","soll_ab_von","ist_ab_von","seq_nach","halt_diva_nach","halt_punkt_diva_nach","halt_kurz_nach1","datum_nach","soll_an_nach","ist_an_nach1","soll_ab_nach","ist_ab_nach","fahrt_id","fahrweg_id","fw_no","fw_typ","fw_kurz","fw_lang","umlauf_von","halt_id_von","halt_id_nach","halt_punkt_id_von","halt_punkt_id_nach","arrivelate"
"1592",6,2,"25.09.15",2108,8,3,2689,1,"TUNN","25.09.15",57264,57273,57288,57290,4,2582,1,"STOC","25.09.15",57336,57356,57366,57377,365811,4559,2,1,2,"ENGE - ZOO",103981,2508,2414,5752,5534,20
"1593",9,2,"25.09.15",3045,1,30,1590,1,"LUEG","25.09.15",72762,72771,72786,72784,31,1587,1,"LUCH","25.09.15",72822,72829,72846,72846,366179,5113,2,1,2,"HEUR - HIRZ",103163,2729,2482,6496,5692,7
"1594",34,2,"24.09.15",10152,2,9,1362,11,"KAPF","24.09.15",73104,73195,73122,73195,10,1430,51,"KLUS","24.09.15",73164,73239,73164,73239,49885,11525,6,1,6,"KIEN - KLUS für Einfahrt via Li 33",92298,2434,1905,5575,4278,75
"1595",31,2,"24.09.15",10063,7,16,1162,11,"HERD","24.09.15",73242,73187,73260,73200,17,2142,11,"SBBW","24.09.15",73320,73276,73338,73289,49717,11777,2,1,2,"HEGI - SZEN",92966,2868,2824,6841,6739,-44
"1596",34,2,"24.09.15",10144,3,4,455,11,"BERH","24.09.15",41094,41113,41112,41125,5,617,11,"CARL","24.09.15",41136,41169,41166,41183,49913,4706,2,1,2,"KIEN - KLUS",92455,2437,2428,5584,5563,33
"1597",89,1,"24.09.15",10245,5,13,1364,20,"KAPP","24.09.15",61488,61507,61536,61530,14,867,20,"FLUR","24.09.15",61566,61575,61590,61587,56067,8630,1,1,1,"HEIZ - SIHC",93804,2244,2769,5091,6588,9
"1598",95,1,"24.09.15",10560,2,6,867,20,"FLUR","24.09.15",26232,26318,26256,26329,7,3797,20,"ARAN","24.09.15",26292,26380,26322,26388,55465,4858,1,1,1,"BALT - FLAG",93385,2769,2775,6588,6606,88
"1599",12,2,"24.09.15",3078,17,9,132,0,"ZAUZ","24.09.15",23436,23471,23454,23485,10,6460,0,"ZFER","24.09.15",23526,23557,23544,23566,47392,1498,4,1,4,"BSTE - FRAF Mutation auf Li 10",91804,2083,1928,4738,4343,31
"1600",13,2,"24.09.15",3014,3,11,1861,3,"PARA","24.09.15",63060,63140,63108,63162,12,2054,1,"RAUG","24.09.15",63174,63236,63222,63263,47090,5233,2,1,2,"ALBG - FRAN",91644,1528,2035,3393,4602,62
"1601",753,1,"24.09.15",11015,12,8,2622,50,"SAGG","24.09.15",60936,61133,60954,61139,9,1871,50,"PFAF","24.09.15",60990,61189,61008,61196,68118,6452,5,1,5,"KLUS - FAEI",92871,2432,2461,5570,5645,199
"1602",747,2,"24.09.15",11021,15,3,678,53,"MDOR","24.09.15",24456,24479,24468,24493,4,1892,51,"MPLA","24.09.15",24558,24570,24582,24577,68144,2794,2,1,2,"MSEE - KLUS",91430,2455,2464,5630,5652,12
"1603",4,1,"24.09.15",3003,6,3,7,0,"AARG","24.09.15",19848,19877,19860,19888,4,2449,0,"SPOW","24.09.15",19914,19935,19926,19944,349673,10076,1,1,1,"BALN - BTIE",103980,2740,2575,6524,6296,21
"1604",4,1,"24.09.15",2074,7,22,832,0,"FELD","24.09.15",44094,44075,44124,44092,23,1286,0,"HOES","24.09.15",44166,44143,44196,44158,350708,10076,1,1,1,"BALN - BTIE",103285,2689,2615,6389,5964,-23
"1605",4,1,"24.09.15",3003,8,11,1557,0,"LIMM","24.09.15",48060,48132,48096,48179,12,1667,0,"MUFG","24.09.15",48132,48239,48162,48255,350741,10076,1,1,1,"BALN - BTIE",104269,2287,2294,5219,5241,107
"1606",67,2,"24.09.15",10606,2,8,840,21,"FELL","24.09.15",61590,61654,61614,61667,9,3705,21,"ALBD","24.09.15",61650,61724,61692,61737,51706,4780,12,1,12,"SWIE - DUNK (Aufenthalt)",92714,2713,2564,6452,6262,74
"1607",33,2,"25.09.15",10162,10,8,1122,13,"HARP","25.09.15",47952,48005,47970,48022,9,3029,11,"HSBB","25.09.15",48018,48075,48042,48088,368839,11890,2,1,2,"TRIE - BTIE",103148,2526,2756,5796,6563,57
"1608",33,2,"25.09.15",10162,10,13,3043,11,"BWIP","25.09.15",59100,59567,59124,59588,14,1753,11,"NUER","25.09.15",59190,59626,59202,59628,368843,11890,2,1,2,"TRIE - BTIE",103148,2789,2693,6647,6397,436
"1609",303,2,"25.09.15",11445,6,14,990,51,"GJUC","25.09.15",55386,55551,55404,55593,15,3460,51,"ASPS","25.09.15",55506,55752,55518,55784,435940,12085,2,1,2,"SCHL - BKIS",106414,2048,2360,4648,5400,246
"1610",15,2,"25.09.15",2046,6,14,1856,1,"OTTI","25.09.15",26604,26556,26622,26568,15,2128,1,"ROES","25.09.15",26676,26630,26694,26633,366932,4625,2,1,2,"KLUS - BUCH",104376,2509,2022,5756,4569,-46
"1611",7,1,"25.09.15",2102,9,26,488,0,"BILO","25.09.15",63108,63125,63132,63127,27,3044,0,"BWOL","25.09.15",63180,63191,63204,63203,77024,26,1,1,1,"BSTE - WOLL",94330,2404,2025,5501,4574,11
"1612",786,1,"25.09.15",11002,17,1,1430,50,"KLUS","25.09.15",30210,30275,30210,30275,2,617,10,"CARL","25.09.15",30432,30551,30450,30552,68161,6499,7,1,7,"KLUS - FAEI ohne PFAF",94106,1905,2428,4282,5562,119
"1613",7,1,"25.09.15",2113,8,30,586,0,"BUTZ","25.09.15",51288,51240,51306,51253,31,2950,0,"WOLL","25.09.15",51366,51318,51366,51705,77824,26,1,1,1,"BSTE - WOLL",90371,2488,2145,5708,4919,-48
"1614",11,2,"25.09.15",3061,15,28,2572,3,"SOER","25.09.15",78258,78466,78288,78478,29,3154,1,"MEHA","25.09.15",78348,78543,78366,78554,366736,11235,2,1,2,"REHA - ZAUZ",104098,1311,1884,9158,4218,195
"1615",6,2,"25.09.15",2105,9,5,1861,3,"PARA","25.09.15",65910,65962,65958,65981,6,2054,1,"RAUG","25.09.15",66024,66085,66072,66101,365838,4559,2,1,2,"ENGE - ZOO",104308,1528,2035,3393,4602,61
"1616",9,2,"25.09.15",3042,2,13,440,5,"BELL","25.09.15",35814,35864,35874,35894,14,1472,3,"KUNS","25.09.15",35946,36005,35988,36020,366193,5113,2,1,2,"HEUR - HIRZ",103167,1565,1305,3549,6133,59
"1617",34,2,"24.09.15",10152,2,4,455,11,"BERH","24.09.15",72840,72955,72858,72955,5,617,11,"CARL","24.09.15",72882,72995,72912,73003,49885,11525,6,1,6,"KIEN - KLUS für Einfahrt via Li 33",92298,2437,2428,5584,5563,113
"1618",31,1,"24.09.15",10063,7,26,2388,0,"SIGN","24.09.15",81258,81330,81276,81336,27,1144,10,"HEGI","24.09.15",81318,81377,81330,81389,49720,11819,1,1,1,"SZEN - HEGI",92966,2275,2113,5184,4849,59
"1619",34,2,"24.09.15",10144,3,6,2836,11,"WASE","24.09.15",85536,85536,85554,85546,7,713,11,"DRUS","24.09.15",85584,85592,85602,85604,49963,4706,2,1,2,"KIEN - KLUS",92455,2444,2438,5601,5585,8
"1620",89,1,"24.09.15",10245,5,4,872,20,"FRAN","24.09.15",21204,21248,21264,21263,5,6015,20,"WINS","24.09.15",21312,21369,21324,21379,56051,8630,1,1,1,"HEIZ - SIHC",93804,1571,2695,3563,6401,57
"1621",95,1,"24.09.15",10557,3,7,3797,20,"ARAN","24.09.15",28092,28124,28122,28135,8,2385,1,"SIEM","24.09.15",28140,28218,28152,28226,55480,4858,1,1,1,"BALT - FLAG",93984,2775,2640,6606,6026,78
"1622",13,1,"24.09.15",2083,2,1,872,0,"FRAN","24.09.15",70290,70271,70290,70272,2,2935,0,"WINZ","24.09.15",70350,70353,70380,70371,47069,5232,1,1,1,"FRAN - ALBG",90356,1571,2711,3562,6440,3
"1623",747,2,"24.09.15",11031,6,10,1873,51,"PMUE","24.09.15",58848,58894,58866,58899,11,899,51,"FWIT","24.09.15",58950,58979,58968,58979,68812,2796,4,1,4,"MSEE - KLUS via MLOR",94433,2462,2466,5648,5656,29
"1624",747,1,"24.09.15",11032,7,4,3444,50,"GLOK","24.09.15",69294,69273,69312,69288,5,899,50,"FWIT","24.09.15",69336,69325,69354,69333,68825,2793,1,1,1,"KLUS - MSEE",93633,2426,2466,5558,5655,-11
"1625",4,2,"24.09.15",3005,7,9,1157,1,"HELM","24.09.15",27312,27296,27336,27308,10,2030,1,"RATH","24.09.15",27378,27352,27414,27367,350701,10077,2,1,2,"BTIE - BALN",103285,2854,2774,6809,6604,-26
"1626",4,1,"24.09.15",3005,6,18,1157,0,"HELM","24.09.15",38808,38788,38838,38797,19,440,2,"BELL","24.09.15",38898,38870,38958,38942,349681,10076,1,1,1,"BALN - BTIE",103980,2854,1565,6810,3546,-28
"1627",4,1,"24.09.15",3003,8,11,1557,0,"LIMM","24.09.15",34560,34546,34596,34573,12,1667,0,"MUFG","24.09.15",34632,34619,34662,34631,350735,10076,1,1,1,"BALN - BTIE",104269,2287,2294,5219,5241,-13
"1628",67,1,"24.09.15",10606,2,7,3705,20,"ALBD","24.09.15",60348,60397,60384,60415,8,840,20,"FELL","24.09.15",60414,60463,60438,60480,51705,4779,11,1,11,"DUNK - SWIE (Aufenthalt)",92714,2564,2713,6261,6454,49
"1629",33,1,"25.09.15",10162,10,13,1194,10,"HINT","25.09.15",40254,40394,40266,40407,14,2451,10,"SPYR","25.09.15",40302,40445,40314,40460,368836,11671,1,1,1,"BTIE - TRIE",103148,2606,2600,5933,5919,143
"1630",33,2,"25.09.15",10162,10,17,2164,11,"SCHZ","25.09.15",70650,70613,70662,70622,18,2367,0,"RIGI","25.09.15",70710,70677,70728,70692,368847,11890,2,1,2,"TRIE - BTIE",103148,2861,2260,6825,5147,-33
"1631",303,2,"25.09.15",11445,6,4,935,11,"GASO","25.09.15",59964,60049,59982,60065,5,2798,11,"WAGO","25.09.15",60036,60130,60054,60140,435942,12327,6,1,6,"FARB - BKIS",106414,2505,2019,5744,4560,94
"1632",7,2,"25.09.15",2102,9,10,2689,1,"TUNN","25.09.15",58722,58865,58752,58896,11,2582,1,"STOC","25.09.15",58806,58955,58836,58968,77023,27,2,1,2,"WOLL - BSTE",94330,2508,2414,5752,5534,149
"1633",7,1,"25.09.15",2103,10,7,2326,0,"SCHO","25.09.15",73542,73533,73566,73551,8,2814,0,"WALD","25.09.15",73638,73607,73656,73628,77048,26,1,1,1,"BSTE - WOLL",90997,2046,2375,4640,5441,-31
"1634",7,1,"25.09.15",2113,8,8,2814,0,"WALD","25.09.15",60972,60937,60990,60988,9,2666,0,"TIER","25.09.15",61044,61040,61062,61052,77828,26,1,1,1,"BSTE - WOLL",90371,2375,2406,5441,5512,-4
"1635",11,1,"25.09.15",3061,15,28,2388,0,"SIGN","25.09.15",75330,75453,75342,75463,29,1144,0,"HEGI","25.09.15",75378,75509,75402,75521,366735,11240,1,1,1,"ZAUZ - REHA",104098,2275,2113,5184,9271,131
"1636",6,1,"25.09.15",2108,8,10,619,4,"CENT","25.09.15",59994,59972,60036,59997,11,416,0,"BSTR","25.09.15",60174,60157,60216,60197,365812,4558,1,1,1,"ZOO - ENGE",103981,1938,1895,9149,4261,-17
"1637",9,2,"25.09.15",3042,2,17,1098,1,"HALB","25.09.15",42078,42205,42102,42222,18,2924,1,"WINK","25.09.15",42138,42261,42162,42273,366195,5113,2,1,2,"HEUR - HIRZ",103167,2258,2293,5138,5237,123
"1638",31,2,"24.09.15",10073,8,19,1592,11,"LUGG","24.09.15",42822,43297,42840,43309,20,3022,11,"BALT","24.09.15",42906,43374,42948,43399,49735,11777,2,1,2,"HEGI - SZEN",91670,2730,2540,6500,5889,468
"1639",34,2,"24.09.15",10144,3,6,2836,11,"WASE","24.09.15",46596,46623,46614,46636,7,713,11,"DRUS","24.09.15",46650,46683,46674,46693,49919,4706,2,1,2,"KIEN - KLUS",92455,2444,2438,5601,5585,33
"1640",78,1,"24.09.15",10333,5,2,1698,20,"NEES","24.09.15",83892,83931,83910,83931,3,852,20,"FEUS","24.09.15",83958,83974,83976,83974,353300,4270,3,1,3,"FARB - BAEN",103922,2541,2539,5890,5884,16
"1641",89,2,"24.09.15",10245,5,24,872,20,"FRAN","24.09.15",43584,43643,43644,43666,25,3122,21,"RIEH","24.09.15",43728,43771,43740,43781,56060,8631,2,1,2,"SIHC - HEIZ",93804,1571,1843,3563,4133,43
"1642",89,2,"24.09.15",10602,6,21,2934,21,"WINH","24.09.15",73938,73937,73956,73941,22,1231,21,"HOHE","24.09.15",73986,73993,73998,74000,56080,8631,2,1,2,"SIHC - HEIZ",91716,2710,2841,6438,6771,7
"1643",89,2,"24.09.15",10613,7,7,1307,11,"IHAG","24.09.15",75462,75489,75486,75499,8,904,11,"FRIE","24.09.15",75522,75546,75552,75568,56110,8633,4,1,4,"SIHC - BALT",93783,2807,2662,6687,6080,24
"1644",13,2,"24.09.15",3014,3,12,2054,1,"RAUG","24.09.15",84504,84554,84540,84567,13,416,1,"BSTR","24.09.15",84594,84645,84630,84668,47098,5233,2,1,2,"ALBG - FRAN",91644,2035,1895,4602,4260,51
"1645",912,2,"24.09.15",11657,2,12,476,51,"BEUG","24.09.15",43062,43160,43080,43171,13,715,51,"DUFP","24.09.15",43182,43287,43200,43312,182188,16406,20,1,20,"ITFA - OPER wenden OPER",96381,2659,2628,6074,5995,105
"1646",747,1,"24.09.15",11021,15,2,617,10,"CARL","24.09.15",22902,22911,22920,22911,3,1584,50,"LOOR","24.09.15",23010,23010,23028,23010,68143,2793,1,1,1,"KLUS - MSEE",91430,2428,2450,5562,5616,0
"1647",4,2,"24.09.15",2074,7,3,917,1,"FROE","24.09.15",73374,73365,73404,73379,4,1286,1,"HOES","24.09.15",73440,73439,73470,73450,350721,10077,2,1,2,"BTIE - BALN",103285,2680,2615,6371,5961,-1
"1648",4,1,"24.09.15",3003,8,8,799,0,"EWYS","24.09.15",47862,47898,47880,47930,9,648,0,"DAMM","24.09.15",47928,47979,47946,48006,350741,10076,1,1,1,"BALN - BTIE",104269,1574,2290,3571,5228,51
"1649",4,2,"24.09.15",3003,8,23,2449,1,"SPOW","24.09.15",51468,51762,51480,51766,24,7,1,"AARG","24.09.15",51528,51811,51540,51825,350742,10077,2,1,2,"BTIE - BALN",104269,2575,2740,6299,6523,283
"1650",67,1,"24.09.15",10606,2,11,3123,20,"IMGU","24.09.15",58362,58362,58386,58369,12,1073,20,"GUTS","24.09.15",58440,58408,58458,58420,51703,4779,11,1,11,"DUNK - SWIE (Aufenthalt)",92714,2777,2857,6609,6817,-32
"1651",64,2,"25.09.15",10312,1,5,6117,21,"SRIE","25.09.15",73530,73623,73542,73636,6,3788,21,"MAIL","25.09.15",73572,73673,73584,73685,51597,11647,2,1,2,"BOEN - MAIL",91073,2743,2761,6530,6571,101
"1652",33,1,"25.09.15",10543,13,25,3029,10,"HSBB","25.09.15",79818,79824,79836,79843,26,1122,12,"HARP","25.09.15",79878,79892,79890,79905,368111,11671,1,1,1,"BTIE - TRIE",104435,2756,2526,6561,5793,14
"1653",303,2,"25.09.15",11445,6,3,2051,51,"REIT","25.09.15",80484,80532,80496,80543,4,3748,51,"STAK","25.09.15",80580,80611,80592,80620,435950,11841,4,1,4,"SCHL - SCEN",106414,2033,2398,4596,5486,31
"1654",15,2,"25.09.15",2004,7,10,2113,1,"RBRU","25.09.15",44742,44776,44778,44792,11,619,7,"CENT","25.09.15",44814,44848,44868,44870,366982,4625,2,1,2,"KLUS - BUCH",103218,2768,1938,6586,4380,34
"1655",7,2,"25.09.15",2103,10,16,1100,3,"HEGG","25.09.15",42270,42273,42288,42286,17,2411,1,"SONN","25.09.15",42336,42335,42354,42346,77037,27,2,1,2,"WOLL - BSTE",90997,2302,2047,5263,4646,-1
"1656",786,2,"25.09.15",11002,17,10,833,51,"FELH","25.09.15",50538,50785,50556,50801,11,1873,51,"PMUE","25.09.15",50580,50841,50598,50850,68172,6500,8,1,8,"FAEI - KLUS",94106,2447,2462,5606,5648,261
"1657",7,1,"25.09.15",2102,9,10,1643,0,"MIBU","25.09.15",49974,50010,50034,50039,11,1061,0,"GUGG","25.09.15",50082,50093,50106,50105,77852,26,1,1,1,"BSTE - WOLL",94330,1504,2045,3326,4632,11
"1658",17,1,"25.09.15",2057,6,12,2014,0,"QUEL","25.09.15",74946,75020,74964,75036,13,1557,0,"LIMM","25.09.15",75018,75083,75048,75099,368034,4373,1,1,1,"WERD - GESS",104009,2298,2287,5255,5219,65
"1659",9,1,"25.09.15",3045,1,15,2367,0,"RIGI","25.09.15",20262,20399,20286,20410,16,2924,0,"WINK","25.09.15",20328,20460,20352,20463,366162,5112,1,1,1,"HIRZ - HEUR",103163,2260,2293,5147,5238,132
"1660",6,2,"25.09.15",2108,8,14,2673,1,"TOBL","25.09.15",44070,44174,44106,44192,15,3045,1,"ZUER","25.09.15",44148,44249,44166,44263,365803,4559,2,1,2,"ENGE - ZOO",103981,2701,2791,6418,6651,101
"1661",3,1,"23.09.15",3005,9,7,3019,0,"ZYPR","24.09.15",1884,1897,1914,1904,8,1579,0,"LOCH","24.09.15",1950,1952,1980,1978,44283,9841,7,1,7,"ALBR - KALK für Einfahrt",94130,2250,2248,5116,5107,2
"1662",34,1,"24.09.15",10144,3,3,2251,10,"SYFI","24.09.15",24042,24111,24054,24121,4,713,10,"DRUS","24.09.15",24114,24188,24138,24188,49894,4705,1,1,1,"KLUS - KIEN",92455,2473,2438,5667,5586,74
"1663",31,2,"24.09.15",10063,7,17,2142,11,"SBBW","24.09.15",57120,57210,57138,57225,18,3148,11,"LETP","24.09.15",57162,57258,57180,57278,49711,11777,2,1,2,"HEGI - SZEN",92966,2824,2817,6739,6725,96
"1664",46,2,"24.09.15",10149,5,1,413,10,"BQUA","24.09.15",33240,33245,33240,33245,2,2474,11,"STAM","24.09.15",33300,33319,33330,33330,353499,11466,2,1,2,"BQUA - RUET",103817,1542,2088,3461,4763,19
"1665",89,1,"24.09.15",10602,6,7,2934,20,"WINH","24.09.15",69954,69983,69978,69985,8,2707,22,"TUEF","24.09.15",70002,70020,70026,70027,56079,8630,1,1,1,"HEIZ - SIHC",91716,2710,2580,6437,6314,18
"1666",89,1,"24.09.15",10602,6,13,1307,10,"IHAG","24.09.15",79968,79968,79998,79977,14,1143,10,"HEGA","24.09.15",80028,80024,80046,80036,56083,8632,3,1,3,"BALT - SIHC",91716,2807,2836,6686,6761,-4
"1667",89,1,"24.09.15",10613,7,23,2596,20,"STRV","24.09.15",68508,68517,68544,68528,24,2722,1,"UETL","24.09.15",68586,68619,68604,68628,56107,8630,1,1,1,"HEIZ - SIHC",93783,2714,2633,6459,6009,33
"1668",10,1,"24.09.15",3073,16,15,465,0,"BERN","24.09.15",55248,55248,55272,55259,16,1215,0,"HIRS","24.09.15",55326,55328,55356,55341,47379,3747,1,1,1,"FRAF - GESS",90499,2276,1532,5188,3402,2
"1669",786,2,"24.09.15",11015,12,4,2335,51,"SHUA","24.09.15",62004,62014,62022,62014,5,446,50,"BGER","24.09.15",62136,62133,62160,62146,68119,6458,10,1,10,"FAEI - KLUS ohne PFAF",92871,2471,2431,5665,5569,-3
"1670",63,1,"24.09.15",10413,13,1,3034,22,"BOER","24.09.15",69330,69375,69330,69375,2,2572,3,"SOER","24.09.15",69396,69502,69432,69522,52143,2779,1,1,1,"BOER - SCHW",94244,1829,1311,4096,9158,106
"1671",4,2,"24.09.15",3005,6,13,413,1,"BQUA","24.09.15",78366,78335,78426,78373,14,2395,1,"SIHL","24.09.15",78510,78528,78546,78549,350691,10077,2,1,2,"BTIE - BALN",103980,1542,2289,3454,5225,18
"1672",4,1,"24.09.15",3005,7,2,6648,0,"WURZ","24.09.15",24510,24475,24522,24487,3,7,0,"AARG","24.09.15",24588,24557,24600,24572,350700,10076,1,1,1,"BALN - BTIE",103285,2613,2740,5957,6524,-31
"1673",33,2,"25.09.15",10162,10,21,471,11,"BETH","25.09.15",48828,48943,48840,48950,22,2673,11,"TOBL","25.09.15",48876,48989,48888,49003,368839,11890,2,1,2,"TRIE - BTIE",103148,2656,2701,6064,6417,113
"1674",33,2,"25.09.15",10162,10,23,1407,0,"KFLU","25.09.15",59820,60352,59838,60365,24,3469,11,"HOFS","25.09.15",59904,60442,59916,60456,368843,11890,2,1,2,"TRIE - BTIE",103148,2845,2621,6788,5980,538
"1675",303,1,"25.09.15",11445,6,24,2237,50,"SZEN","25.09.15",70026,70054,70056,70067,25,2236,52,"SCHL","25.09.15",70116,70133,70116,70389,435945,12125,1,1,1,"BKIS - SCHL",106414,1537,2043,3428,4622,17
"1676",15,2,"25.09.15",2004,7,4,788,1,"ENGV","25.09.15",26202,26216,26220,26228,5,1453,1,"KREU","25.09.15",26286,26301,26316,26315,366972,4625,2,1,2,"KLUS - BUCH",103218,2779,2084,6613,9279,15
"1677",7,2,"25.09.15",2103,10,1,2950,0,"WOLL","25.09.15",35070,35072,35070,35072,2,586,1,"BUTZ","25.09.15",35154,35153,35166,35167,77035,27,2,1,2,"WOLL - BSTE",90997,2145,2488,4919,5707,-1
"1678",15,2,"25.09.15",2046,6,16,2158,3,"SPLA","25.09.15",69966,69989,70002,70016,17,1522,1,"LAUI","25.09.15",70038,70059,70062,70068,366956,4625,2,1,2,"KLUS - BUCH",104376,1539,2085,3432,4752,21
"1679",7,1,"25.09.15",2113,8,12,2158,0,"SPLA","25.09.15",78768,78763,78798,78778,13,2128,0,"ROES","25.09.15",78864,78847,78882,78855,77834,26,1,1,1,"BSTE - WOLL",90371,1539,2022,3443,4568,-17
"1680",17,2,"25.09.15",3014,7,5,1667,1,"MUFG","25.09.15",26670,26702,26700,26718,6,1557,1,"LIMM","25.09.15",26742,26779,26778,26799,368047,4374,2,1,2,"GESS - WERD",104739,2294,2287,5240,5217,37
"1681",3,1,"25.09.15",3005,5,4,1252,0,"HUBE","25.09.15",33786,33804,33810,33830,5,1446,0,"KSIH","25.09.15",33870,33904,33894,33928,75766,4448,1,1,1,"ALBR - KLUS",90385,2871,2582,6858,6320,34
"1682",6,1,"25.09.15",2108,8,12,2054,0,"RAUG","25.09.15",38604,38630,38646,38661,13,1861,2,"PARA","25.09.15",38718,38740,38760,38779,365800,4558,1,1,1,"ZOO - ENGE",103981,2035,1528,4603,3384,22
"1683",9,2,"25.09.15",3045,1,19,2367,1,"RIGI","25.09.15",35898,36134,35928,36149,20,1399,1,"KINK","25.09.15",35970,36192,35988,36202,366167,5113,2,1,2,"HEUR - HIRZ",103163,2260,2292,5145,5236,222
"1684",34,2,"24.09.15",10152,2,7,713,11,"DRUS","24.09.15",72984,73074,73002,73083,8,2251,11,"SYFI","24.09.15",73062,73158,73074,73158,49885,11525,6,1,6,"KIEN - KLUS für Einfahrt via Li 33",92298,2438,2473,5585,5668,96
"1685",31,2,"24.09.15",10073,8,16,1162,11,"HERD","24.09.15",27390,27391,27408,27403,17,2142,11,"SBBW","24.09.15",27468,27468,27486,27481,49729,11777,2,1,2,"HEGI - SZEN",91670,2868,2824,6841,6739,0
"1686",75,2,"24.09.15",10534,1,1,6255,81,"BOEN","24.09.15",51780,51836,51780,51836,2,3764,21,"MAXB","24.09.15",51912,51960,51936,51975,53212,13276,52,1,52,"BOEN - SEPL neue Fz.",91635,1885,2453,8665,5623,48
"1687",95,2,"24.09.15",10424,4,1,884,20,"FLAG","24.09.15",62220,62234,62220,62234,2,867,21,"FLUR","24.09.15",62292,62303,62310,62315,55497,4859,2,1,2,"FLAG - BALT",92806,2803,2769,6678,6589,11
"1688",89,1,"24.09.15",10613,7,11,427,20,"BASL","24.09.15",51396,51411,51408,51427,12,1549,20,"LPAW","24.09.15",51474,51518,51516,51533,56101,8630,1,1,1,"HEIZ - SIHC",93783,2547,2626,5908,5989,44
"1689",13,2,"24.09.15",3051,1,28,2831,1,"WART","24.09.15",57858,57927,57882,57937,29,2935,1,"WINZ","24.09.15",57918,57997,57954,58012,47039,5233,2,1,2,"ALBG - FRAN",90924,2671,2711,6100,6441,79
"1690",747,2,"24.09.15",11031,6,13,1584,11,"LOOR","24.09.15",59058,59058,59082,59058,14,617,11,"CARL","24.09.15",59148,59124,59166,59145,68812,2796,4,1,4,"MSEE - KLUS via MLOR",94433,2450,2428,5615,5563,-24
"1691",63,1,"24.09.15",10413,13,9,1179,20,"HERZ","24.09.15",56310,56486,56328,56493,10,2294,21,"SCHW","24.09.15",56388,56577,56388,56602,52123,2779,1,1,1,"BOER - SCHW",94244,2422,1501,5550,3309,189
"1692",4,1,"24.09.15",3005,6,5,718,0,"TONA","24.09.15",85674,85660,85686,85672,6,3453,0,"TECH","24.09.15",85734,85718,85746,85732,350694,10076,1,1,1,"BALN - BTIE",103980,2630,2589,6003,6335,-16
"1693",4,1,"24.09.15",2074,7,7,6759,0,"SBAU","24.09.15",71148,71130,71160,71145,8,799,0,"EWYS","24.09.15",71262,71240,71280,71257,350720,10076,1,1,1,"BALN - BTIE",103285,2893,1574,7000,3571,-22
"1694",4,2,"24.09.15",2074,8,18,648,1,"DAMM","24.09.15",24090,24057,24108,24066,19,799,1,"EWYS","24.09.15",24168,24117,24192,24154,350730,10077,2,1,2,"BTIE - BALN",104269,2290,1574,5227,3567,-51
"1695",33,2,"25.09.15",10162,10,17,2164,11,"SCHZ","25.09.15",54000,53995,54012,54007,18,2367,0,"RIGI","25.09.15",54060,54071,54078,54090,368841,11890,2,1,2,"TRIE - BTIE",103148,2861,2260,6825,5147,11
"1696",64,2,"25.09.15",10312,1,3,3789,21,"BOLL","25.09.15",64494,64590,64512,64599,4,3804,21,"NBRU","25.09.15",64542,64639,64560,64648,51577,11647,2,1,2,"BOEN - MAIL",91073,2763,2609,6576,5943,97
"1697",303,2,"25.09.15",11445,6,4,3748,51,"STAK","25.09.15",49044,49065,49062,49075,5,1586,51,"LUBE","25.09.15",49128,49136,49146,49136,435938,12085,2,1,2,"SCHL - BKIS",106414,2398,2481,5486,5686,8
"1698",15,1,"25.09.15",2056,4,5,2128,0,"ROES","25.09.15",37566,37582,37590,37594,6,1856,0,"OTTI","25.09.15",37626,37645,37656,37655,366867,4624,1,1,1,"BUCH - KLUS",103229,2022,2509,4568,5757,19
"1699",15,2,"25.09.15",2046,6,5,1453,1,"KREU","25.09.15",54642,54690,54672,54715,6,3039,1,"BSTA","25.09.15",54750,54814,54780,54837,366948,4625,2,1,2,"KLUS - BUCH",104376,2084,2111,9279,4834,64
"1700",7,1,"25.09.15",2103,10,23,3026,2,"ENGE","25.09.15",63294,63265,63330,63313,24,1666,0,"MUSR","25.09.15",63378,63363,63402,63379,77044,26,1,1,1,"BSTE - WOLL",90997,1893,2413,4247,5526,-15
"1701",7,2,"25.09.15",2113,8,25,2326,1,"SCHO","25.09.15",30372,30529,30396,30540,26,2294,1,"SCHW","25.09.15",30468,30605,30498,30627,77817,27,2,1,2,"WOLL - BSTE",90371,2046,1501,4637,3307,137
"1702",17,1,"25.09.15",2057,6,15,2395,0,"SIHL","25.09.15",75156,75239,75186,75255,16,413,0,"BQUA","25.09.15",75288,75363,75348,75394,368034,4373,1,1,1,"WERD - GESS",104009,2289,1542,5222,3457,75
"1703",3,2,"25.09.15",3005,5,17,1446,1,"KSIH","25.09.15",41802,41810,41820,41828,18,1252,1,"HUBE","25.09.15",41886,41948,41904,41963,75769,4449,2,1,2,"KLUS - ALBR",90385,2582,2871,6319,6857,62
