,linie,richtung,betriebsdatum,fahrzeug,kurs,seq_von,halt_diva_von,halt_punkt_diva_von,halt_kurz_von1,datum_von,soll_an_von,ist_an_von,soll_ab_von,ist_ab_von,seq_nach,halt_diva_nach,halt_punkt_diva_nach,halt_kurz_nach1,datum_nach,soll_an_nach,ist_an_nach1,soll_ab_nach,ist_ab_nach,fahrt_id,fahrweg_id,fw_no,fw_typ,fw_kurz,fw_lang,umlauf_von,halt_id_von,halt_id_nach,halt_punkt_id_von,halt_punkt_id_nach,arrivelate
2075,4,2,22.09.15,3033,5,14,2395,1,SIHL,22.09.15,26898,26843,26934,26892,15,1667,1,MUFG,22.09.15,26994,26943,27024,26961,349642,10077,2,1,2,BTIE - BALN,104593,2289,2294,5225,5240,-51
2076,33,1,22.09.15,10181,8,15,2779,10,VOGE,22.09.15,50256,50301,50268,50322,16,2367,1,RIGI,22.09.15,50316,50376,50334,50400,352696,11671,1,1,1,BTIE - TRIE,104180,2748,2260,6539,5145,60
2077,303,1,21.09.15,11416,1,21,3748,50,STAK,21.09.15,45282,45602,45300,45613,22,2051,50,REIT,21.09.15,45372,45676,45390,45691,436021,12125,1,1,1,BKIS - SCHL,106361,2398,2033,5489,4595,304
2078,305,2,21.09.15,11413,1,1,1397,50,KIND,21.09.15,40260,40341,40260,40342,2,757,51,EIHH,21.09.15,40314,40388,40338,40400,435912,86,2,1,2,KIND - BDIE,106372,2396,2486,5483,5701,74
2079,14,1,21.09.15,3060,1,16,412,1,BPLA,21.09.15,64110,64063,64158,64119,17,1608,1,LOEW,21.09.15,64206,64200,64236,64223,48149,5275,1,1,1,SEEB - TRIE,92293,1541,2256,3448,5130,-6
2080,17,1,21.09.15,2084,6,5,1120,0,HARH,21.09.15,67320,68528,67338,68529,6,2447,0,SPOH,21.09.15,67386,68598,67416,68620,352084,4373,1,1,1,WERD - GESS,103405,2792,2572,6655,6284,1212
2081,11,2,21.09.15,3020,7,5,2879,1,WETL,21.09.15,34500,34521,34518,34532,6,1138,1,HEDW,21.09.15,34560,34574,34578,34586,351381,11235,2,1,2,REHA - ZAUZ,104191,2110,2308,4832,5273,14
2082,11,1,21.09.15,2050,7,15,2158,2,SPLA,21.09.15,65640,65742,65676,65758,16,1468,0,KRON,21.09.15,65748,65837,65772,65853,351390,11240,1,1,1,ZAUZ - REHA,104191,1539,2087,3436,4757,89
2083,89,1,21.09.15,10249,1,22,1143,10,HEGA,21.09.15,60432,60510,60456,60517,23,2596,20,STRV,21.09.15,60522,60584,60558,60595,56005,8630,1,1,1,HEIZ - SIHC,92774,2836,2714,6761,6459,62
2084,89,2,21.09.15,10605,4,2,2550,0,SAAL,21.09.15,62760,62752,62778,62760,3,1519,0,LAUB,21.09.15,62808,62823,62832,62842,56045,8633,4,1,4,SIHC - BALT,90998,1854,2550,4162,6228,15
2085,8,1,21.09.15,2042,3,13,1251,0,HOTT,21.09.15,70956,70960,70986,70972,14,2124,0,ROEM,21.09.15,71052,71051,71088,71101,407560,4595,1,1,1,HARP - KLUS,105622,2870,1531,6849,6145,-1
2086,2,2,21.09.15,3023,3,5,832,1,FELD,21.09.15,57312,57372,57348,57410,6,1456,1,KRES,21.09.15,57390,57454,57414,57472,349626,4400,2,1,2,BTIE - FARB,104474,2689,2612,6392,5951,64
2087,912,2,21.09.15,11658,2,21,1456,1,KRES,21.09.15,25722,25746,25740,25761,22,1845,50,OPER,21.09.15,25776,25926,25776,26286,182178,16406,20,1,20,ITFA - OPER wenden OPER,96381,2612,2104,5951,8096,150
2088,7,2,26.09.15,2104,7,3,1660,1,MORG,26.09.15,51864,51932,51900,51953,4,2005,1,PWOL,26.09.15,51960,52025,51984,52041,114185,27,2,1,2,WOLL - BSTE,91764,1511,2487,3348,5704,65
2089,7,2,26.09.15,2117,6,21,1061,1,GUGG,26.09.15,58836,58909,58854,58924,22,1643,1,MIBU,26.09.15,58914,58973,58974,58998,114165,27,2,1,2,WOLL - BSTE,94049,2045,1504,4635,3321,59
2090,4,2,26.09.15,3082,5,8,440,3,BELL,26.09.15,58710,58729,58770,58821,9,1157,1,HELM,26.09.15,58812,58879,58836,58907,445261,10077,2,1,2,BTIE - BALN,106696,1565,2854,3541,6809,67
2091,46,2,22.09.15,10166,10,6,2104,13,ROSE,22.09.15,29478,29719,29502,29729,7,1528,11,LEHE,22.09.15,29544,29781,29568,29781,353669,11466,2,1,2,BQUA - RUET,104003,2749,2563,6544,6258,237
2092,72,2,22.09.15,10176,6,7,2795,0,WAFF,22.09.15,27096,27234,27108,27243,8,2771,11,SIHN,22.09.15,27150,27312,27162,27321,354648,11519,2,1,2,MORG - MIBU,103552,2781,2183,6619,4994,162
2093,89,2,22.09.15,10244,9,5,2596,21,STRV,22.09.15,43836,43847,43878,43866,6,1143,11,HEGA,22.09.15,43926,43955,43944,43965,56138,8631,2,1,2,SIHC - HEIZ,92177,2714,2836,6461,6762,29
2094,75,1,22.09.15,10406,4,1,1275,23,SEPL,22.09.15,59790,59826,59790,59826,2,2346,21,SEEB,22.09.15,59844,59877,59874,59905,53467,13282,51,1,51,SEPL - BOEN neue Fz.,94022,1934,1596,4359,9366,33
2095,89,1,22.09.15,10244,9,23,2596,20,STRV,22.09.15,28986,29164,29022,29182,24,2722,1,UETL,22.09.15,29070,29251,29094,29270,56131,8630,1,1,1,HEIZ - SIHC,92177,2714,2633,6459,6009,181
2096,4,1,22.09.15,3033,5,9,648,0,DAMM,22.09.15,70428,70424,70446,70440,10,2014,0,QUEL,22.09.15,70488,70484,70506,70495,349661,10076,1,1,1,BALN - BTIE,104593,2290,2298,5228,5255,-4
2097,33,1,22.09.15,10181,8,12,1407,10,KFLU,22.09.15,50076,50097,50094,50135,13,1194,10,HINT,22.09.15,50154,50195,50166,50210,352696,11671,1,1,1,BTIE - TRIE,104180,2845,2606,6781,5933,41
2098,31,2,21.09.15,10078,14,9,1608,1,LOEW,21.09.15,33654,33603,33678,33613,10,1366,11,SIHP,21.09.15,33738,33675,33762,33706,49861,4659,14,1,14,HEGI - HERD f??r Einfahrt,92557,2256,2262,5130,5155,-63
2099,314,2,21.09.15,11412,4,2,6744,50,RIST,21.09.15,68706,68707,68724,68716,3,6297,50,HEIN,21.09.15,68838,68812,68856,68827,435998,123,2,1,2,BirnBhf - BDIE,106274,2377,2351,5444,5378,-26
2100,14,1,21.09.15,3060,1,3,845,0,FELS,21.09.15,62832,62821,62862,62839,4,3447,0,BOEO,21.09.15,62916,62898,62940,62912,48149,5275,1,1,1,SEEB - TRIE,92293,1873,1919,4195,9442,-18
2101,11,1,21.09.15,3086,6,30,1138,0,HEDW,21.09.15,73518,74311,73536,74332,31,2879,0,WETL,21.09.15,73590,74383,73608,74394,351366,11240,1,1,1,ZAUZ - REHA,104842,2308,2110,5274,4827,793
2102,11,1,21.09.15,3061,6,29,1144,0,HEGI,21.09.15,59946,60314,59976,60329,30,1138,0,HEDW,21.09.15,60018,60390,60036,60404,351362,11240,1,1,1,ZAUZ - REHA,104842,2113,2308,9271,5274,372
2103,11,1,21.09.15,2050,7,2,132,0,ZAUZ,21.09.15,64572,64587,64590,64600,3,6460,0,ZFER,21.09.15,64662,64665,64680,64680,351390,11240,1,1,1,ZAUZ - REHA,104191,2083,1928,4738,4343,3
2104,17,2,21.09.15,2073,8,11,857,1,FWEG,21.09.15,54588,54571,54618,54584,12,467,1,BERO,21.09.15,54648,54622,54672,54636,352151,4374,2,1,2,GESS - WERD,103086,2750,2645,6546,6042,-26
2105,69,2,21.09.15,10273,9,7,1316,21,IWIN,21.09.15,74040,74050,74052,74050,8,1280,21,HOEB,21.09.15,74094,74096,74112,74096,434931,9887,2,1,2,MIBU - ETHH,106638,2834,2610,6759,5946,2
2106,89,1,21.09.15,10249,1,19,2302,20,SHOF,21.09.15,60216,60279,60246,60297,20,904,10,FRIE,21.09.15,60306,60384,60330,60400,56005,8630,1,1,1,HEIZ - SIHC,92774,2802,2662,6676,6079,78
2107,89,1,21.09.15,10618,3,4,872,20,FRAN,21.09.15,59778,59823,59808,59838,5,6015,20,WINS,21.09.15,59868,59943,59880,59945,56037,8630,1,1,1,HEIZ - SIHC,92308,1571,2695,3563,6401,75
2108,5,1,21.09.15,2095,1,8,615,1,BURK,21.09.15,47724,47781,47784,47802,9,2055,0,RENT,21.09.15,47850,47885,47874,47901,350060,4519,3,1,3,KFLU - LAUB,103687,2590,2814,6339,6716,35
2109,912,1,21.09.15,11658,2,19,2695,50,TAEG,21.09.15,23754,23828,23772,23838,20,2038,50,REBW,21.09.15,23874,23884,23892,23884,182177,16384,19,1,19,OPER - ITFA wenden OPER,96381,2755,2780,6558,6615,10
2110,303,2,25.09.15,11445,6,6,1178,51,HWEG,26.09.15,1512,1497,1524,1497,7,502,51,BIRM,26.09.15,1596,1569,1608,1569,435954,11841,4,1,4,SCHL - SCEN,106414,2332,2059,5340,4672,-27
2111,7,2,25.09.15,2103,10,30,1620,1,MATT,26.09.15,2268,2267,2292,2277,31,2575,2,BSTE,26.09.15,2322,2349,2340,2364,77053,27,2,1,2,WOLL - BSTE,90997,2356,2316,5390,5308,27
2112,7,2,26.09.15,2114,8,15,619,5,CENT,26.09.15,76116,76180,76158,76203,16,1100,3,HEGG,26.09.15,76224,76281,76242,76290,114219,27,2,1,2,WOLL - BSTE,91090,1938,2302,9133,5263,57
2113,4,2,26.09.15,3082,5,7,1845,1,OPER,26.09.15,72090,72092,72126,72121,8,440,3,BELL,26.09.15,72192,72186,72252,72229,445267,10077,2,1,2,BTIE - BALN,106696,2104,1565,4814,3541,-6
2114,4,2,26.09.15,2063,6,3,917,1,FROE,26.09.15,54270,54277,54300,54290,4,1286,1,HOES,26.09.15,54336,54349,54366,54363,445286,10077,2,1,2,BTIE - BALN,106481,2680,2615,6371,5961,13
2115,4,2,26.09.15,3014,9,24,7,1,AARG,26.09.15,57378,57405,57390,57413,25,6648,1,WURZ,26.09.15,57456,57477,57468,57480,445065,10077,2,1,2,BTIE - BALN,106616,2740,2613,6523,5954,21
2116,4,1,26.09.15,3082,5,7,6759,0,SBAU,26.09.15,69798,69816,69810,69828,8,799,0,EWYS,26.09.15,69912,69923,69930,69938,445266,10076,1,1,1,BALN - BTIE,106696,2893,1574,7000,3571,11
2117,3,1,26.09.15,3039,6,4,412,0,BPLA,26.09.15,55410,55460,55452,55496,5,619,0,CENT,26.09.15,55542,55586,55584,55604,445580,17772,153,1,153,STAU - KLUS,106239,1541,1938,3452,9153,44
2118,3,2,26.09.15,3039,6,7,619,1,CENT,26.09.15,83394,83421,83436,83453,8,416,0,BSTR,26.09.15,83556,83584,83592,83607,445601,17768,154,1,154,KLUS - STAU via BSTR-PARA-BSEL,106239,1938,1895,4374,4261,28
2119,3,2,26.09.15,3013,7,10,1861,2,PARA,26.09.15,84342,84396,84378,84449,11,2582,2,STOC,26.09.15,84444,84545,84486,84555,445655,17768,154,1,154,KLUS - STAU via BSTR-PARA-BSEL,106387,1528,2414,3384,5539,101
2120,10,2,26.09.15,3073,17,28,3027,1,FLUG07,26.09.15,39852,39828,39876,39889,29,6232,3,FRAF07,26.09.15,39972,39982,39972,40416,420750,12798,4,1,4,GESS - FRAF Mutation auf Li 12,105989,588,373,1299,827,10
2121,33,2,26.09.15,10176,5,19,2779,11,VOGE,26.09.15,30942,30977,30954,30995,20,2451,11,SPYR,26.09.15,30996,31041,31008,31056,382010,11890,2,1,2,TRIE - BTIE,104846,2748,2600,6540,5920,45
2122,33,1,26.09.15,10164,6,3,917,1,FROE,26.09.15,59772,59757,59784,59765,4,1286,10,HOES,26.09.15,59838,59834,59850,59844,382049,11671,1,1,1,BTIE - TRIE,104010,2680,2615,6371,5960,-4
2123,33,2,26.09.15,10180,7,6,1446,0,KSIH,26.09.15,73236,73253,73248,73275,7,48,11,ALBP,26.09.15,73278,73309,73320,73332,382071,11890,2,1,2,TRIE - BTIE,103927,2582,1535,6320,9395,31
2124,33,1,26.09.15,10167,8,30,2147,10,SACK,26.09.15,29988,30052,30000,30064,31,3155,10,ALTW,26.09.15,30030,30093,30042,30107,382084,11671,1,1,1,BTIE - TRIE,104780,2829,2840,9365,6769,63
2125,33,1,26.09.15,10164,6,30,2147,10,SACK,26.09.15,40146,40258,40158,40270,31,3155,10,ALTW,26.09.15,40188,40298,40200,40308,382041,11671,1,1,1,BTIE - TRIE,104010,2829,2840,9365,6769,110
2126,4,1,26.09.15,3034,1,6,3453,0,TECH,26.09.15,49914,49876,49926,49893,7,6759,0,SBAU,26.09.15,49998,49962,50010,49978,445026,10076,1,1,1,BALN - BTIE,106597,2589,2893,6335,7000,-36
2127,31,2,26.09.15,10064,7,14,1076,1,GUET,26.09.15,33630,33634,33648,33646,15,1122,11,HARP,26.09.15,33702,33713,33744,33735,117459,11777,2,1,2,HEGI - SZEN,91287,2529,2526,5811,5795,11
2128,61,2,26.09.15,10524,3,10,1821,21,OBEW,26.09.15,36576,36554,36600,36567,11,1705,11,NEUA,26.09.15,36666,36644,36690,36668,119110,15096,2,1,2,SCHW - MUEH,93666,2442,2429,5595,5565,-22
2129,61,1,26.09.15,10414,5,17,901,20,FRDR,26.09.15,30396,30400,30414,30400,18,2294,20,SCHW,26.09.15,30462,30473,30462,30756,120225,15060,1,1,1,MUEH - SCHW,92791,2440,1501,5591,3308,11
2130,75,2,26.09.15,10418,5,9,1483,21,KAES,26.09.15,68676,68746,68694,68754,10,1532,20,LEIM,26.09.15,68754,68810,68772,68820,121701,13276,52,1,52,BOEN - SEPL neue Fz.,91171,2667,2594,9339,9341,56
2131,185,2,26.09.15,10281,2,10,2889,21,WIDM,26.09.15,41628,41860,41646,41860,11,2950,50,WOLL,26.09.15,41682,41913,41682,42104,126079,9823,2,1,2,BADL - WOLL via KSPI,92499,2146,2145,4927,4925,231
2132,32,2,26.09.15,10083,11,2,1143,11,HEGA,26.09.15,64398,64404,64410,64412,3,1307,11,IHAG,26.09.15,64458,64463,64470,64477,381893,4327,2,1,2,STRV - HOLZ,104640,2836,2807,6762,6687,5
2133,31,2,25.09.15,10064,6,26,2798,11,WAGO,25.09.15,37548,37592,37566,37609,27,2236,10,SCHL,25.09.15,37644,37697,37680,37712,80871,11777,2,1,2,HEGI - SZEN,90638,2019,2043,4560,4625,53
2134,31,2,25.09.15,10064,6,17,2142,11,SBBW,25.09.15,46770,46946,46788,46957,18,3148,11,LETP,25.09.15,46812,46998,46830,47015,80875,11777,2,1,2,HEGI - SZEN,90638,2824,2817,6739,6725,186
2135,7,2,26.09.15,2104,7,29,2008,1,PROB,26.09.15,25758,25755,25782,25764,30,1620,1,MATT,26.09.15,25818,25814,25842,25825,114175,27,2,1,2,WOLL - BSTE,91764,2489,2356,5713,5390,-4
2136,4,1,26.09.15,3082,5,14,413,0,BQUA,26.09.15,25200,25207,25260,25223,15,619,2,CENT,26.09.15,25332,25329,25380,25351,445246,10076,1,1,1,BALN - BTIE,106696,1542,1938,3457,9176,-3
2137,4,2,26.09.15,2063,6,15,1667,1,MUFG,26.09.15,50844,50924,50874,50935,16,1557,1,LIMM,26.09.15,50916,50990,50952,51014,445284,10077,2,1,2,BTIE - BALN,106481,2294,2287,5240,5217,74
2138,4,2,26.09.15,2063,6,6,1456,1,KRES,26.09.15,45480,45499,45504,45519,7,1845,1,OPER,26.09.15,45552,45585,45594,45603,445282,10077,2,1,2,BTIE - BALN,106481,2612,2104,5951,4814,33
2139,4,2,26.09.15,2063,6,6,1456,1,KRES,26.09.15,72468,72486,72486,72497,7,1845,1,OPER,26.09.15,72534,72603,72570,72634,445294,10077,2,1,2,BTIE - BALN,106481,2612,2104,5951,4814,69
2140,4,2,26.09.15,2063,6,12,619,3,CENT,26.09.15,59466,59505,59520,59528,13,413,1,BQUA,26.09.15,59604,59633,59664,59657,445288,10077,2,1,2,BTIE - BALN,106481,1938,1542,4381,3454,29
2141,4,1,26.09.15,3082,5,20,1845,0,OPER,26.09.15,20322,20349,20358,20361,21,1456,0,KRES,26.09.15,20382,20402,20418,20412,445244,10076,1,1,1,BALN - BTIE,106696,2104,2612,4816,5952,20
2142,3,2,26.09.15,3013,7,11,2582,2,STOC,26.09.15,30360,30350,30402,30367,12,2551,1,BSEL,26.09.15,30456,30455,30486,30469,445615,17768,154,1,154,KLUS - STAU via BSTR-PARA-BSEL,106387,2414,2524,5539,5788,-1
2143,10,1,26.09.15,3067,16,8,6508,0,GLIN07,26.09.15,34392,34404,34404,34419,9,6461,2,GGLA07,26.09.15,34464,34476,34476,34490,420719,3747,1,1,1,FRAF - GESS,105662,1379,1931,3038,4354,12
2144,10,1,26.09.15,3073,17,1,6232,1,FRAF07,26.09.15,34680,34682,34680,34682,2,6232,0,FRAF07,26.09.15,34746,34742,34764,34755,420749,3747,1,1,1,FRAF - GESS,105989,373,373,825,826,-4
2145,33,2,26.09.15,10164,6,12,2104,11,ROSE,26.09.15,68370,68411,68382,68424,13,3043,11,BWIP,26.09.15,68436,68482,68454,68495,382052,11890,2,1,2,TRIE - BTIE,104010,2749,2789,6543,6647,46
2146,33,1,26.09.15,10180,7,22,2104,10,ROSE,26.09.15,81438,81419,81450,81434,23,799,10,EWYS,26.09.15,81510,81483,81522,81501,382074,11671,1,1,1,BTIE - TRIE,103927,2749,1574,6541,3575,-27
2147,33,1,26.09.15,10180,7,4,1286,10,HOES,26.09.15,65682,65736,65694,65751,5,3645,10,BOGA,26.09.15,65736,65788,65748,65801,382068,11671,1,1,1,BTIE - TRIE,103927,2615,2638,5960,6019,52
2148,33,2,26.09.15,10167,8,18,2367,0,RIGI,26.09.15,64410,64456,64428,64513,19,2779,11,VOGE,26.09.15,64470,64558,64482,64566,382097,11890,2,1,2,TRIE - BTIE,104780,2260,2748,5147,6540,88
2149,3,2,26.09.15,2080,4,4,3019,1,ZYPR,26.09.15,47028,47018,47058,47030,5,48,3,ALBP,26.09.15,47112,47095,47160,47115,445462,17762,152,1,152,KALK - ALBR ab Tramhalle,106570,2250,1535,5114,9402,-17
2150,3,1,26.09.15,2080,4,9,1357,80,KALK,26.09.15,83814,83944,83844,84001,10,1357,52,KALK,26.09.15,83874,84028,83874,84028,445497,17769,151,1,151,ALBR - KALK Tramhalle wenden,106570,1906,1906,8464,8076,154
2151,31,1,26.09.15,10075,8,8,3022,10,BALT,26.09.15,46230,46210,46266,46227,9,1592,10,LUGG,26.09.15,46296,46274,46314,46286,117491,11819,1,1,1,SZEN - HEGI,93259,2540,2730,5888,6499,-22
2152,31,1,26.09.15,10065,6,23,1472,10,KUNS,26.09.15,41682,41783,41730,41796,24,2450,10,SPRE,26.09.15,41778,41855,41796,41864,117735,11819,1,1,1,SZEN - HEGI,92572,1305,2598,6131,5916,77
2153,61,2,26.09.15,10524,3,6,694,21,DORF,26.09.15,55128,55074,55152,55084,7,2572,21,SOER,26.09.15,55218,55169,55278,55225,120142,15096,2,1,2,SCHW - MUEH,93666,2460,1311,5644,2871,-49
2154,184,2,26.09.15,10280,1,3,2660,51,TIAK01,26.09.15,31446,31518,31464,31525,4,6437,51,GRUT,26.09.15,31500,31579,31518,31579,125993,9821,2,1,2,BADL - WOLL,93651,2141,2160,4911,4955,79
2155,75,1,26.09.15,10418,5,13,3764,20,MAXB,26.09.15,67806,67909,67824,67918,14,6255,81,BOEN,26.09.15,67890,68003,67890,68132,121700,13282,51,1,51,SEPL - BOEN neue Fz.,91171,2453,1885,5622,8665,113
2156,72,2,26.09.15,10171,7,17,3029,11,HSBB,26.09.15,39246,39261,39270,39280,18,6759,11,SBAU,26.09.15,39312,39327,39324,39349,382710,11519,2,1,2,MORG - MIBU,104532,2756,2893,6563,7001,15
2157,7,1,26.09.15,2104,7,30,586,0,BUTZ,26.09.15,51288,51343,51306,51354,31,2950,0,WOLL,26.09.15,51366,51422,51366,51747,114184,26,1,1,1,BSTE - WOLL,91764,2488,2145,5708,4919,56
2158,4,1,26.09.15,2063,6,14,413,0,BQUA,26.09.15,43854,44001,43914,44029,15,619,2,CENT,26.09.15,43992,44137,44040,44159,445281,10076,1,1,1,BALN - BTIE,106481,1542,1938,3457,9176,145
2159,4,2,26.09.15,2063,6,8,440,3,BELL,26.09.15,45660,45684,45720,45722,9,1157,1,HELM,26.09.15,45762,45794,45786,45809,445282,10077,2,1,2,BTIE - BALN,106481,1565,2854,3541,6809,32
2160,4,1,26.09.15,3082,5,18,1157,0,HELM,26.09.15,52758,52755,52788,52770,19,440,2,BELL,26.09.15,52848,52825,52908,52854,445258,10076,1,1,1,BALN - BTIE,106696,2854,1565,6810,3546,-23
2161,4,2,26.09.15,2063,6,4,1286,1,HOES,26.09.15,67830,67881,67860,67897,5,832,1,FELD,26.09.15,67890,67936,67926,67946,445292,10077,2,1,2,BTIE - BALN,106481,2615,2689,5961,6392,46
2162,3,1,26.09.15,3039,6,2,1366,0,SIHP,26.09.15,30498,30563,30522,30584,3,1608,0,LOEW,26.09.15,30600,30657,30636,30670,445562,17772,153,1,153,STAU - KLUS,106239,2262,2256,5153,5127,57
2163,4,2,26.09.15,2063,6,15,1667,1,MUFG,26.09.15,73290,73326,73320,73340,16,1557,1,LIMM,26.09.15,73362,73399,73392,73419,445294,10077,2,1,2,BTIE - BALN,106481,2294,2287,5240,5217,37
2164,3,1,26.09.15,3013,7,6,1724,0,NEUM,26.09.15,50694,50744,50730,50766,7,1472,0,KUNS,26.09.15,50772,50829,50832,50846,445630,17772,153,1,153,STAU - KLUS,106387,2641,1305,9144,6129,57
2165,10,2,26.09.15,3080,15,17,2151,1,SALE,26.09.15,82092,82068,82110,82076,18,2572,1,SOER,26.09.15,82170,82144,82200,82167,420708,3748,2,1,2,GESS - FRAF,105523,2313,1311,5288,2869,-26
2166,33,1,26.09.15,10164,6,29,1252,1,HUBE,26.09.15,67008,67026,67020,67048,30,2147,10,SACK,26.09.15,67098,67114,67110,67123,382051,11671,1,1,1,BTIE - TRIE,104010,2871,2829,6857,9365,16
2167,33,2,26.09.15,10167,8,27,1430,11,KLUS,26.09.15,37998,38183,38016,38208,28,3466,11,FRST,26.09.15,38058,38257,38070,38266,382087,11890,2,1,2,TRIE - BTIE,104780,1905,2620,4279,5978,199
2168,33,1,26.09.15,10164,6,15,2779,10,VOGE,26.09.15,70938,70969,70950,70977,16,2367,1,RIGI,26.09.15,70998,71035,71016,71047,382053,11671,1,1,1,BTIE - TRIE,104010,2748,2260,6539,5145,37
2169,33,2,26.09.15,10167,8,10,6759,11,SBAU,26.09.15,47634,47782,47646,47792,11,799,11,EWYS,26.09.15,47688,47832,47706,47847,382091,11890,2,1,2,TRIE - BTIE,104780,2893,1574,7001,3580,144
2170,4,2,26.09.15,3034,1,17,2014,1,QUEL,26.09.15,80550,80543,80568,80557,18,648,1,DAMM,26.09.15,80610,80598,80628,80614,445143,10077,2,1,2,BTIE - BALN,106597,2298,2290,5254,5227,-12
2171,3,2,26.09.15,2080,4,2,1357,1,KALK,26.09.15,58122,58191,58158,58232,3,1579,1,LOCH,26.09.15,58206,58303,58236,58317,445472,17762,152,1,152,KALK - ALBR ab Tramhalle,106570,1906,2248,4290,5106,97
2172,31,2,26.09.15,10064,8,8,412,11,BPLA,26.09.15,82944,82938,82974,82978,9,1608,1,LOEW,26.09.15,83028,83041,83052,83056,117506,11777,2,1,2,HEGI - SZEN,93259,1541,2256,3453,5130,13
2173,31,1,26.09.15,10064,8,5,1640,10,MICA,26.09.15,75408,75437,75426,75452,6,821,10,FARB,26.09.15,75480,75514,75528,75537,117503,11819,1,1,1,SZEN - HEGI,93259,2383,1310,5457,2860,34
2174,61,1,26.09.15,10524,3,17,901,20,FRDR,26.09.15,51168,51153,51186,51153,18,2294,20,SCHW,26.09.15,51240,51236,51240,51676,120139,15060,1,1,1,MUEH - SCHW,93666,2440,1501,5591,3308,-4
2175,75,2,26.09.15,10418,5,5,6250,21,HIMM,26.09.15,75174,75252,75192,75268,6,573,22,BUHN,26.09.15,75246,75331,75264,75342,121707,13276,52,1,52,BOEN - SEPL neue Fz.,91171,2847,2682,6793,6377,85
2176,75,1,26.09.15,10418,5,2,2346,21,SEEB,26.09.15,71424,71445,71454,71458,3,128,21,AUSS,26.09.15,71532,71555,71550,71563,121704,13282,51,1,51,SEPL - BOEN neue Fz.,91171,1596,1677,9366,3789,23
2177,72,1,26.09.15,10171,7,18,2659,10,THUJ,26.09.15,25488,25476,25500,25476,19,1354,10,JUGI,26.09.15,25536,25503,25548,25503,382703,11569,1,1,1,MIBU - MORG,104532,2665,2565,6085,6265,-33
2178,63,1,24.09.15,10413,13,4,3760,20,HALO,25.09.15,1482,1537,1500,1537,5,2069,20,RIEG,25.09.15,1518,1558,1536,1565,52163,2779,1,1,1,BOER - SCHW,94244,2451,2468,5618,5659,40
2179,4,2,26.09.15,3082,5,7,1845,1,OPER,26.09.15,45102,45095,45144,45117,8,440,3,BELL,26.09.15,45210,45186,45270,45220,445255,10077,2,1,2,BTIE - BALN,106696,2104,1565,4814,3541,-24
2180,3,1,26.09.15,3026,8,1,2556,0,STAU,26.09.15,73890,73879,73890,73880,2,1366,0,SIHP,26.09.15,73962,73964,73986,73979,444869,17772,153,1,153,STAU - KLUS,106448,1502,2262,3312,5153,2
2181,4,1,26.09.15,2063,6,9,648,0,DAMM,26.09.15,84954,85000,84972,85010,10,2014,0,QUEL,26.09.15,85008,85056,85026,85069,445299,10076,1,1,1,BALN - BTIE,106481,2290,2298,5228,5255,48
2182,4,1,26.09.15,3082,5,9,648,0,DAMM,26.09.15,19404,19439,19422,19443,10,2014,0,QUEL,26.09.15,19458,19483,19476,19501,445244,10076,1,1,1,BALN - BTIE,106696,2290,2298,5228,5255,25
2183,3,1,26.09.15,3039,6,9,2124,0,ROEM,26.09.15,37038,37047,37074,37060,10,1278,0,HOEL,26.09.15,37110,37108,37128,37118,445566,17772,153,1,153,STAU - KLUS,106239,1531,1406,6145,6114,-2
2184,3,2,26.09.15,3013,7,2,1278,1,HOEL,26.09.15,38106,38180,38124,38200,3,2124,1,ROEM,26.09.15,38166,38254,38202,38274,445621,17768,154,1,154,KLUS - STAU via BSTR-PARA-BSEL,106387,1406,1531,6115,6140,88
2185,3,2,26.09.15,3013,7,10,1861,2,PARA,26.09.15,24762,24797,24798,24821,11,2582,2,STOC,26.09.15,24864,24909,24906,24918,445611,17768,154,1,154,KLUS - STAU via BSTR-PARA-BSEL,106387,1528,2414,3384,5539,45
2186,10,1,26.09.15,3067,16,24,1098,0,HALB,26.09.15,55476,55494,55500,55519,25,736,0,ETHZ,26.09.15,55560,55595,55602,55618,420727,3747,1,1,1,FRAF - GESS,105662,2258,1308,5139,2844,35
2187,33,2,26.09.15,10164,6,9,3029,11,HSBB,26.09.15,30870,30927,30888,30953,10,6759,11,SBAU,26.09.15,30930,30999,30942,31007,382038,11890,2,1,2,TRIE - BTIE,104010,2756,2893,6563,7001,69
2188,33,2,26.09.15,10176,5,4,2147,11,SACK,26.09.15,56568,56588,56580,56600,5,1252,11,HUBE,26.09.15,56634,56649,56646,56661,382020,11890,2,1,2,TRIE - BTIE,104846,2829,2871,9364,6854,15
2189,33,1,26.09.15,10167,8,1,3041,10,BTIE,26.09.15,60570,60583,60570,60583,2,2907,1,WILD,26.09.15,60618,60633,60630,60635,382096,11671,1,1,1,BTIE - TRIE,104780,2788,2651,6639,6055,15
2190,33,1,26.09.15,10167,8,17,2164,10,SCHZ,26.09.15,40044,40107,40056,40107,18,2158,10,SPLA,26.09.15,40146,40177,40164,40194,382088,11671,1,1,1,BTIE - TRIE,104780,2861,1539,6824,3438,31
2191,4,1,26.09.15,3034,1,12,1667,0,MUFG,26.09.15,68370,68346,68394,68356,13,2395,0,SIHL,26.09.15,68436,68414,68472,68433,445034,10076,1,1,1,BALN - BTIE,106597,2294,2289,5241,5222,-22
