,linie,richtung,betriebsdatum,fahrzeug,kurs,seq_von,halt_diva_von,halt_punkt_diva_von,halt_kurz_von1,datum_von,soll_an_von,ist_an_von,soll_ab_von,ist_ab_von,seq_nach,halt_diva_nach,halt_punkt_diva_nach,halt_kurz_nach1,datum_nach,soll_an_nach,ist_an_nach1,soll_ab_nach,ist_ab_nach,fahrt_id,fahrweg_id,fw_no,fw_typ,fw_kurz,fw_lang,umlauf_von,halt_id_von,halt_id_nach,halt_punkt_id_von,halt_punkt_id_nach,arrivelate
7772,10,2,21.09.15,3072,16,9,2367,1,RIGI,21.09.15,26814,26859,26844,26878,10,1399,1,KINK,21.09.15,26886,26928,26904,26940,47368,12798,4,1,4,GESS - FRAF Mutation auf Li 12,90499,2260,2292,5145,5236,42
7773,10,1,21.09.15,3067,17,10,6459,0,ZOER,21.09.15,34140,34263,34158,34276,11,1552,0,LEUT,21.09.15,34200,34340,34218,34355,47397,3747,1,1,1,FRAF - GESS,91804,2257,1443,5131,3181,140
7774,62,2,21.09.15,10553,3,7,2572,21,SOER,21.09.15,60840,60898,60900,60926,8,3034,2,BOER,21.09.15,60966,60983,61008,61015,51026,15081,2,1,2,SCHW - UAFF,92265,1311,1829,2871,4102,17
7775,62,1,21.09.15,10541,7,13,888,20,FRIA,21.09.15,73824,73920,73842,73927,14,2814,20,WALD,21.09.15,73872,73973,73890,73983,51199,15094,1,1,1,UAFF - SCHW,92013,2463,2375,5649,5432,101
7776,62,1,21.09.15,10427,8,4,2968,10,ZEHN,21.09.15,70476,70513,70506,70528,5,767,10,EINF,21.09.15,70554,70598,70578,70609,51235,15094,1,1,1,UAFF - SCHW,91256,1845,2457,4139,5635,44
7777,61,2,21.09.15,10527,9,5,888,21,FRIA,21.09.15,59604,59635,59628,59652,6,694,21,DORF,21.09.15,59670,59714,59694,59725,51254,15096,2,1,2,SCHW - MUEH,94365,2463,2460,5650,5644,44
7778,9,1,21.09.15,3043,6,6,1399,0,KINK,21.09.15,22314,22357,22332,22362,7,2367,0,RIGI,21.09.15,22374,22412,22398,22421,350979,9766,7,1,7,MIBU - TRIE ab Schleife innen,104362,2292,2260,5233,5147,38
7779,9,2,21.09.15,3001,7,8,2556,0,STAU,21.09.15,49188,49197,49278,49282,9,2396,0,SIHS,21.09.15,49356,49355,49398,49373,351065,5113,2,1,2,HEUR - HIRZ,104339,1502,2657,3312,6066,-1
7780,9,1,21.09.15,3001,7,11,1334,0,IRCH,21.09.15,77208,77213,77238,77223,12,1507,0,LANM,21.09.15,77280,77288,77298,77296,351074,5112,1,1,1,HIRZ - HEUR,104339,1543,2315,3463,5295,8
7781,9,2,21.09.15,2089,8,24,1643,1,MIBU,21.09.15,51090,51164,51150,51236,25,2666,1,TIER,21.09.15,51228,51329,51252,51336,351091,5113,2,1,2,HEUR - HIRZ,103942,1504,2406,3321,5508,101
7782,79,2,21.09.15,10338,1,2,1179,21,HERZ,21.09.15,44358,44375,44376,44375,3,114,21,AUBR,21.09.15,44442,44465,44460,44465,181510,4907,4,1,4,SCHW - AUZO,96155,2422,1846,5551,4142,23
7783,7,2,21.09.15,2104,3,14,416,1,BSTR,21.09.15,27138,27142,27174,27167,15,619,5,CENT,21.09.15,27282,27299,27324,27328,75338,27,2,1,2,WOLL - BSTE,91433,1895,1938,4260,9133,17
7784,7,1,21.09.15,2107,4,17,619,4,CENT,21.09.15,71706,71699,71748,71735,18,416,0,BSTR,21.09.15,71874,71887,71916,71917,75381,26,1,1,1,BSTE - WOLL,91500,1938,1895,9149,4261,13
7785,14,2,21.09.15,3057,7,3,1187,1,HEUR,21.09.15,73710,73738,73728,73748,4,2638,1,TALW,21.09.15,73758,73788,73782,73802,47537,5276,2,1,2,TRIE - SEEB,90946,1908,2627,6124,5993,30
7786,31,2,21.09.15,10077,6,6,1724,1,NEUM,21.09.15,30990,31221,31014,31234,7,619,11,CENT,21.09.15,31080,31334,31122,31354,49670,11777,2,1,2,HEGI - SZEN,90293,2641,1938,9161,9140,254
7787,31,1,21.09.15,10066,7,12,1162,10,HERD,21.09.15,23694,23743,23712,23758,13,1122,10,HARP,21.09.15,23760,23806,23802,23816,49698,11819,1,1,1,SZEN - HEGI,92966,2868,2526,6842,5792,46
7788,303,2,21.09.15,11442,3,25,6586,51,CESP,21.09.15,65586,65631,65616,65639,26,6301,51,FURT,21.09.15,65646,65686,65658,65686,435697,12327,6,1,6,FARB - BKIS,106367,2397,2014,5485,4552,40
7789,161,1,24.09.15,10562,2,14,1457,50,KREK,24.09.15,60558,60535,60570,60543,15,2304,50,KSCH,24.09.15,60612,60602,60630,60610,59373,12446,1,1,1,BURK - KILB,93675,1407,1533,3097,3406,-10
7790,11,1,24.09.15,3061,11,9,3034,2,BOER,24.09.15,79596,79607,79632,79627,10,2045,0,REGB,24.09.15,79698,79705,79716,79717,352258,11240,1,1,1,ZAUZ - REHA,104354,1829,2089,4102,4769,7
7791,11,1,24.09.15,3061,11,24,615,0,BURK,24.09.15,74934,74971,74964,74987,25,440,0,BELL,24.09.15,75036,75066,75096,75080,352256,11240,1,1,1,ZAUZ - REHA,104354,2590,1565,6341,3536,30
7792,71,1,24.09.15,10165,6,7,48,10,ALBP,24.09.15,61632,61700,61656,61722,8,897,10,FSIH,24.09.15,61728,61787,61728,61787,353798,12302,1,1,1,ROSE - FSIH,103232,1535,2826,9406,9403,59
7793,17,1,24.09.15,3034,1,7,467,0,BERO,24.09.15,86394,86430,86424,86436,8,857,0,FWEG,25.09.15,48,83,72,93,351909,4373,1,1,1,WERD - GESS,104531,2645,2750,6043,6547,35
7794,17,2,24.09.15,2031,2,3,413,1,BQUA,24.09.15,67356,67358,67416,67426,4,2395,1,SIHL,24.09.15,67500,67505,67536,67528,351940,4374,2,1,2,GESS - WERD,103832,1542,2289,3454,5225,5
7795,17,2,24.09.15,3034,1,9,799,1,EWYS,24.09.15,67440,67546,67464,67564,10,927,1,FOER,24.09.15,67554,67673,67578,67684,351898,4374,2,1,2,GESS - WERD,104531,1574,2705,3567,6425,119
7796,17,1,24.09.15,2031,2,15,2395,0,SIHL,24.09.15,84246,84267,84276,84280,16,413,0,BQUA,24.09.15,84378,84421,84438,84431,351949,4373,1,1,1,WERD - GESS,103832,2289,1542,5222,3457,43
7797,17,2,24.09.15,3016,3,2,416,1,BSTR,24.09.15,67698,67840,67734,67857,3,413,1,BQUA,24.09.15,67836,67953,67896,68017,351979,4374,2,1,2,GESS - WERD,104535,1895,1542,4260,3454,117
7798,325,2,24.09.15,11442,3,7,1265,51,HATS,24.09.15,29094,29108,29112,29124,8,1758,51,ODIE,24.09.15,29172,29197,29196,29211,435650,12575,2,1,2,DWEI - BDIE,106444,2336,2478,5349,5681,25
7799,304,2,24.09.15,11439,2,15,1571,51,WLIN,24.09.15,48420,48461,48438,48473,16,2268,50,SWEI,24.09.15,48486,48518,48504,48529,435970,8972,2,1,2,BALN - BDIE,106679,2401,2333,5498,5341,32
7800,33,2,24.09.15,10168,1,7,48,11,ALBP,24.09.15,54534,54562,54582,54597,8,1122,13,HARP,24.09.15,54702,54739,54720,54756,352920,11890,2,1,2,TRIE - BTIE,104928,1535,2526,9395,5796,37
7801,184,2,24.09.15,10283,1,4,6437,51,GRUT,24.09.15,33306,33402,33324,33433,5,2612,51,SUNN,24.09.15,33360,33486,33378,33496,60002,9821,2,1,2,BADL - WOLL,93359,2160,2137,4955,4904,126
7802,33,2,24.09.15,10542,2,15,2108,13,ROTB,24.09.15,55614,55717,55632,55730,16,2158,11,SPLA,24.09.15,55680,55761,55704,55779,352950,11890,2,1,2,TRIE - BTIE,103255,2752,1539,6551,9408,81
7803,33,2,24.09.15,10181,13,23,1407,0,KFLU,24.09.15,61170,61332,61188,61352,24,3469,11,HOFS,24.09.15,61254,61432,61266,61447,354038,11890,2,1,2,TRIE - BTIE,104825,2845,2621,6788,5980,178
7804,33,2,24.09.15,10542,2,12,2104,11,ROSE,24.09.15,61266,61378,61284,61405,13,3043,11,BWIP,24.09.15,61350,61456,61374,61473,352952,11890,2,1,2,TRIE - BTIE,103255,2749,2789,6543,6647,106
7805,80,1,24.09.15,10553,9,11,1626,20,MEIE,24.09.15,29580,29848,29622,29863,12,3015,1,ZWIE,24.09.15,29688,29937,29718,29949,436253,4824,1,1,1,BOEN - TRIS,106579,2607,2731,5934,6501,249
7806,305,1,24.09.15,11412,1,4,1616,50,MARW,24.09.15,39702,39689,39720,39689,5,425,50,DBAL,24.09.15,39798,39788,39816,39800,435911,85,1,1,1,BDIE - KIND,106372,2346,2063,5369,4692,-10
7807,786,1,24.09.15,11021,17,7,833,50,FELH,24.09.15,69522,69438,69540,69438,8,2622,50,SAGG,24.09.15,69582,69491,69600,69502,68183,6456,1,1,1,KLUS - BSCH,94106,2447,2432,5605,5570,-91
7808,8,1,24.09.15,2037,8,1,1122,0,HARP,24.09.15,39630,39636,39630,39637,2,1076,0,GUET,24.09.15,39702,39711,39732,39722,407733,4595,1,1,1,HARP - KLUS,105351,2526,2529,5797,5812,9
7809,912,2,24.09.15,11657,2,6,2167,51,SIHG,24.09.15,42582,42682,42600,42682,7,2168,51,SIHE,24.09.15,42762,42744,42780,42777,182188,16406,20,1,20,ITFA - OPER wenden OPER,96381,2864,2865,6831,6834,-18
7810,63,1,24.09.15,10413,13,4,3760,20,HALO,24.09.15,31716,31712,31734,31722,5,2069,20,RIEG,24.09.15,31758,31749,31776,31760,52087,2779,1,1,1,BOER - SCHW,94244,2451,2468,5618,5659,-9
7811,4,2,25.09.15,2079,6,1,799,8,EWYS,25.09.15,19110,19093,19110,19093,2,6759,1,SBAU,25.09.15,19158,19148,19170,19160,364904,9854,4,1,4,EWYS - BALN f??r Ausfahrt,103166,1574,2893,6953,6999,-10
7812,14,2,25.09.15,3020,1,18,1061,1,GUGG,25.09.15,45420,45454,45438,45471,19,1643,1,MIBU,25.09.15,45498,45525,45558,45542,79043,5276,2,1,2,TRIE - SEEB,92695,2045,1504,4635,3321,27
7813,46,1,25.09.15,10155,3,1,6034,10,GAR6,25.09.15,56640,56352,56640,56670,2,1122,13,HARP,25.09.15,56826,57191,56826,57191,368197,11615,7,2,7,GAR6 - HARP,104730,2144,2526,4917,5796,365
7814,89,2,25.09.15,10615,1,25,3122,21,RIEH,25.09.15,31152,31154,31164,31161,26,944,20,GEER,25.09.15,31236,31231,31260,31245,85181,8631,2,1,2,SIHC - HEIZ,92869,1843,2198,4133,5017,-5
7815,95,1,25.09.15,10553,2,3,427,20,BASL,25.09.15,24642,24663,24660,24666,4,1549,20,LPAW,25.09.15,24750,24762,24768,24770,85517,4858,1,1,1,BALT - FLAG,91526,2547,2626,5908,5989,12
7816,916,1,24.09.15,11663,8,11,476,50,BEUG,24.09.15,81864,81899,81882,81914,12,1013,50,GOHA,24.09.15,81924,81967,81942,81978,182024,16396,23,1,23,OPER - KALL wenden OPER,97440,2659,2747,6073,6537,43
7817,71,1,24.09.15,10169,4,1,2104,13,ROSE,24.09.15,60120,60233,60120,60233,2,2104,10,ROSE,24.09.15,60192,60293,60210,60309,353774,12302,1,1,1,ROSE - FSIH,103967,2749,2749,6544,6541,101
7818,14,1,24.09.15,3085,1,17,1608,1,LOEW,24.09.15,26418,26440,26448,26451,18,1366,1,SIHP,24.09.15,26520,26529,26550,26542,48135,5275,1,1,1,SEEB - TRIE,92293,2256,2262,5130,5152,9
7819,14,1,24.09.15,3086,3,22,2256,0,SWIE,24.09.15,81942,81983,81984,82005,23,1012,0,GOLP,24.09.15,82038,82088,82080,82112,48211,5275,1,1,1,SEEB - TRIE,94321,2060,701,4683,1559,50
7820,31,1,24.09.15,10075,2,14,1076,0,GUET,24.09.15,77856,77989,77886,78001,15,1234,10,BANL,24.09.15,77940,78067,77964,78077,48548,11819,1,1,1,SZEN - HEGI,92160,2529,2527,5812,5801,127
7821,31,1,24.09.15,10072,3,11,2142,10,SBBW,24.09.15,27114,27183,27138,27193,12,1162,10,HERD,24.09.15,27216,27319,27240,27334,49587,11819,1,1,1,SZEN - HEGI,92854,2824,2868,6740,6842,103
7822,80,1,24.09.15,10419,3,20,542,21,BRIS,24.09.15,38070,38085,38094,38099,21,1570,21,LIND,24.09.15,38154,38170,38196,38184,436121,4824,1,1,1,BOEN - TRIS,106423,2533,2535,5864,5866,16
7823,80,2,24.09.15,10410,4,23,1000,22,GLAU,24.09.15,21360,21414,21384,21425,24,3451,21,MOTT,24.09.15,21432,21502,21450,21510,436146,4827,4,1,4,TRIE - BOEN,106247,2454,2586,5624,6327,70
7824,302,2,24.09.15,11425,3,2,2732,51,UITI,24.09.15,33654,33705,33672,33705,3,2440,51,SPIT,24.09.15,33738,33776,33756,33792,436395,51,2,1,2,BWEI - BDIE,106332,2386,2341,5462,5359,38
7825,303,1,24.09.15,11445,9,20,1586,50,LUBE,24.09.15,66030,66118,66048,66134,21,3748,50,STAK,24.09.15,66120,66197,66138,66205,435689,12125,1,1,1,BKIS - SCHL,106491,2481,2398,5685,5489,77
7826,309,1,24.09.15,11423,3,6,1039,50,DRAP,24.09.15,56136,56187,56154,56197,7,657,56,BDIE,24.09.15,56268,56320,56268,56350,435799,110,1,1,1,DSIL - BDIE,106389,2021,1312,4567,2881,52
7827,304,1,24.09.15,10552,6,16,1498,50,LANA,24.09.15,25728,25912,25752,25971,17,1862,50,PAEN,24.09.15,25794,26021,25824,26042,436045,8971,1,1,1,BDIE - BALN,106169,2475,2518,5671,5776,227
7828,34,2,24.09.15,10155,1,6,2836,11,WASE,24.09.15,74616,74610,74634,74610,7,713,11,DRUS,24.09.15,74664,74663,74682,74663,50629,4706,2,1,2,KIEN - KLUS,93841,2444,2438,5601,5585,-1
7829,308,2,24.09.15,11432,4,26,6015,20,WINS,24.09.15,50394,50363,50406,50363,27,1231,20,HOHE,24.09.15,50430,50399,50442,50399,435866,101,2,1,2,OBUR - BALN,106675,2695,2841,6401,6772,-31
7830,304,1,24.09.15,11432,4,23,1231,20,HOHE,24.09.15,36930,37072,36942,37080,24,2934,20,WINH,24.09.15,36978,37126,37002,37133,435860,8971,1,1,1,BDIE - BALN,106675,2841,2710,6772,6437,148
7831,161,1,24.09.15,10548,1,15,2304,50,KSCH,24.09.15,29094,29211,29106,29219,16,118,50,AUFB,24.09.15,29148,29271,29160,29281,59311,12446,1,1,1,BURK - KILB,91436,1533,2782,3406,6623,123
7832,161,1,24.09.15,10562,2,1,615,50,BURK,24.09.15,32280,32313,32280,32313,2,2055,50,RENT,24.09.15,32418,32439,32436,32442,59357,12446,1,1,1,BURK - KILB,93675,2590,2814,6336,6711,21
7833,308,1,21.09.15,10282,3,22,1151,51,HEIM,21.09.15,37182,37246,37200,37256,23,2436,51,SPLI,21.09.15,37266,37338,37284,37351,436479,12595,1,1,1,BALN - OBUR,106659,2050,2328,4651,5333,72
7834,75,2,21.09.15,10516,4,4,3804,21,NBRU,21.09.15,61350,61396,61368,61411,5,6250,21,HIMM,21.09.15,61428,61480,61446,61501,53468,13276,52,1,52,BOEN - SEPL neue Fz.,94022,2609,2847,5943,6793,52
7835,11,1,21.09.15,3061,9,6,1552,0,LEUT,21.09.15,25272,25271,25290,25280,7,3154,2,MEHA,21.09.15,25350,25345,25374,25354,351006,11240,1,1,1,ZAUZ - REHA,103704,1443,1884,3181,4225,-5
7836,78,1,21.09.15,10612,1,6,1570,22,LIND,21.09.15,25170,25127,25206,25150,7,542,20,BRIS,21.09.15,25230,25183,25248,25191,353108,4268,1,1,1,DUNK - BAEN,104446,2535,2533,5869,5863,-47
7837,78,1,21.09.15,10612,1,8,3022,10,BALT,21.09.15,55908,55879,55950,55943,9,427,20,BASL,21.09.15,56004,56005,56040,56043,353142,4280,13,1,13,DUNK - BAEN mit Halt  BASL f??r Sch??ler,104446,2540,2547,5888,5908,1
7838,311,1,21.09.15,11404,1,4,3727,52,GLAN,21.09.15,64788,64814,64818,64830,5,3472,50,SWER,21.09.15,64860,64889,64884,64900,436711,117,1,1,1,BDIE - BWEI,106260,2366,2369,5412,5420,29
7839,184,1,21.09.15,10281,2,5,2660,50,TIAK01,21.09.15,67542,67594,67560,67600,6,1462,50,KROA01,21.09.15,67596,67649,67614,67657,60115,9820,1,1,1,WOLL - BADL,91119,2141,1869,4912,4188,53
7840,64,2,21.09.15,10250,1,2,3764,21,MAXB,21.09.15,68886,68938,68898,68955,3,3789,21,BOLL,21.09.15,68958,69011,68970,69022,51587,11647,2,1,2,BOEN - MAIL,91073,2453,2763,5623,6576,53
7841,3,2,21.09.15,3002,4,15,3019,1,ZYPR,21.09.15,45678,45680,45708,45693,16,48,3,ALBP,21.09.15,45762,45746,45810,45762,44887,4449,2,1,2,KLUS - ALBR,93346,2250,1535,5114,9402,-16
7842,3,1,21.09.15,3002,4,15,619,0,CENT,21.09.15,56892,56915,56934,56937,16,1724,0,NEUM,21.09.15,56994,57034,57030,57048,44892,4448,1,1,1,ALBR - KLUS,93346,1938,2641,9153,9144,40
7843,3,2,21.09.15,3002,4,13,1357,1,KALK,21.09.15,68022,68276,68058,68292,14,1579,1,LOCH,21.09.15,68106,68371,68136,68385,44897,4449,2,1,2,KLUS - ALBR,93346,1906,2248,4290,5106,265
7844,80,1,21.09.15,10416,6,15,6015,20,WINS,21.09.15,53898,53904,53910,53904,16,1231,20,HOHE,21.09.15,53934,53939,53946,53939,436209,4824,1,1,1,BOEN - TRIS,106353,2695,2841,6401,6772,5
7845,309,2,21.09.15,11438,4,1,657,56,BDIE,21.09.15,59640,59722,59640,59723,2,1039,51,DRAP,21.09.15,59772,59813,59790,59824,436347,111,2,1,2,BDIE - DSIL,106628,1312,2021,2881,4565,41
7846,40,2,21.09.15,10335,1,4,1611,21,MAIE,21.09.15,45258,45230,45276,45249,5,3706,21,AHOS,21.09.15,45342,45317,45360,45328,50397,12161,2,1,2,BUCH - GLAU,91918,2573,2566,6293,6267,-25
7847,46,2,21.09.15,10152,6,12,2899,11,WIES,21.09.15,78606,78628,78618,78638,13,2402,11,SING,21.09.15,78642,78676,78654,78686,353563,11466,2,1,2,BQUA - RUET,103134,2808,2831,6690,6754,34
7848,46,2,21.09.15,10152,6,6,2104,13,ROSE,21.09.15,81198,81267,81222,81285,7,1528,11,LEHE,21.09.15,81264,81340,81288,81352,353565,11466,2,1,2,BQUA - RUET,103134,2749,2563,6544,6258,76
7849,72,1,21.09.15,10162,9,5,6759,10,SBAU,21.09.15,35370,35383,35382,35383,6,3029,10,HSBB,21.09.15,35430,35420,35454,35434,354744,11569,1,1,1,MIBU - MORG,103809,2893,2756,6998,6561,-10
7850,29,1,20.09.15,10338,2,2,1275,21,SEPL,20.09.15,30000,30070,30018,30070,3,1175,20,HERT,20.09.15,30060,30119,30078,30119,21758,12182,1,1,1,SEEB - GLAU,90711,1934,2553,4365,6237,59
7851,61,1,20.09.15,10425,2,5,2968,10,ZEHN,20.09.15,57108,57129,57132,57141,6,767,10,EINF,20.09.15,57174,57209,57198,57226,24000,15060,1,1,1,MUEH - SCHW,92126,1845,2457,4139,5635,35
7852,63,1,20.09.15,10268,8,5,2069,20,RIEG,20.09.15,39540,39584,39558,39587,6,2145,20,SAAT,20.09.15,39594,39662,39612,39676,23637,2779,1,1,1,BOER - SCHW,93686,2468,2465,5659,5653,68
7853,13,1,20.09.15,3008,3,4,3015,0,ZWIE,20.09.15,41118,41139,41148,41152,5,1626,0,MEIE,20.09.15,41202,41204,41244,41230,21606,5232,1,1,1,FRAN - ALBG,93438,2731,2607,6502,5936,2
7854,9,2,20.09.15,2097,4,2,1187,1,HEUR,20.09.15,57468,57524,57486,57539,3,2638,1,TALW,20.09.15,57516,57576,57540,57591,341773,5113,2,1,2,HEUR - HIRZ,103206,1908,2627,6124,5993,60
7855,6,1,24.09.15,2102,2,3,3045,0,ZUER,24.09.15,45666,45687,45690,45695,4,2673,0,TOBL,24.09.15,45756,45796,45786,45814,350451,4558,1,1,1,ZOO - ENGE,104086,2791,2701,6652,6413,40
7856,11,2,24.09.15,3061,11,17,413,1,BQUA,24.09.15,64482,64424,64542,64459,18,2474,1,STAM,24.09.15,64614,64570,64662,64586,352253,11235,2,1,2,REHA - ZAUZ,104354,1542,2088,3454,4761,-44
7857,11,1,24.09.15,3061,11,3,6460,0,ZFER,24.09.15,53022,53015,53040,53025,4,6461,0,GGLA07,24.09.15,53082,53075,53100,53091,352250,11240,1,1,1,ZAUZ - REHA,104354,1928,1931,4343,4352,-7
7858,11,1,24.09.15,2017,4,6,1552,0,LEUT,24.09.15,70332,70361,70350,70378,7,3154,2,MEHA,24.09.15,70404,70436,70428,70452,351324,11240,1,1,1,ZAUZ - REHA,104055,1443,1884,3181,4225,32
7859,11,2,24.09.15,3058,3,4,580,1,BURG,24.09.15,59604,59592,59628,59604,5,2879,1,WETL,24.09.15,59676,59671,59694,59683,351296,11235,2,1,2,REHA - ZAUZ,104599,2295,2110,5247,4832,-5
7860,17,1,24.09.15,3034,1,2,592,0,BAEN,24.09.15,64824,64848,64854,64863,3,1041,0,GRUN,24.09.15,64890,64913,64920,64929,351897,4373,1,1,1,WERD - GESS,104531,2538,2544,5882,5903,23
7861,17,1,24.09.15,3034,1,16,413,0,BQUA,24.09.15,60540,60616,60600,60643,17,416,0,BSTR,24.09.15,60696,60747,60738,60766,351895,6733,3,1,3,WERD - ALBG,104531,1542,1895,3457,4261,51
7862,17,2,24.09.15,2031,2,15,2707,1,TUEF,24.09.15,71952,71960,71976,71975,16,1041,1,GRUN,24.09.15,72030,72052,72060,72066,351942,4374,2,1,2,GESS - WERD,103832,2580,2544,6312,5900,22
7863,17,2,24.09.15,2031,2,13,2447,1,SPOH,24.09.15,25014,25028,25044,25043,14,1120,1,HARH,24.09.15,25098,25109,25116,25118,351918,4374,2,1,2,GESS - WERD,103832,2572,2792,6283,6654,11
7864,303,1,24.09.15,11412,4,13,3798,50,VORS,24.09.15,62148,62435,62166,62447,14,657,52,BDIE,24.09.15,62292,62628,62580,62665,435657,11929,5,1,5,BKIS - FARB,106317,2018,1312,4558,2882,336
7865,80,2,24.09.15,10415,6,21,1539,22,LERC,24.09.15,42072,42059,42090,42068,22,2289,21,SWEG,24.09.15,42138,42113,42156,42124,436204,4825,2,1,2,TRIS - BOEN,106353,2603,2608,5926,5941,-25
7866,184,2,24.09.15,10283,1,3,2660,51,TIAK01,24.09.15,67446,67444,67464,67444,4,6437,51,GRUT,24.09.15,67506,67499,67524,67508,60040,9821,2,1,2,BADL - WOLL,93359,2141,2160,4911,4955,-7
7867,33,1,24.09.15,10168,1,17,2164,10,SCHZ,24.09.15,36444,36516,36456,36516,18,2158,10,SPLA,24.09.15,36546,36601,36564,36617,352913,11671,1,1,1,BTIE - TRIE,104928,2861,1539,6824,3438,55
7868,33,1,24.09.15,10171,2,9,1753,10,NUER,24.09.15,21522,21678,21534,21678,10,3043,10,BWIP,24.09.15,21594,21711,21606,21722,352937,11792,5,1,5,KFLU - TRIE,103255,2693,2789,6396,6645,117
7869,33,2,24.09.15,10171,2,4,2147,11,SACK,24.09.15,33168,33345,33180,33363,5,1252,11,HUBE,24.09.15,33234,33412,33246,33423,352942,11890,2,1,2,TRIE - BTIE,103255,2829,2871,9364,6854,178
7870,33,2,24.09.15,10168,1,20,2451,11,SPYR,24.09.15,77790,77908,77802,77917,21,471,11,BETH,24.09.15,77844,77985,77856,77996,352928,11890,2,1,2,TRIE - BTIE,104928,2600,2656,5920,6064,141
7871,33,2,24.09.15,10542,2,29,1144,13,HEGI,24.09.15,62502,62508,62520,62524,30,3645,11,BOGA,24.09.15,62574,62570,62586,62579,352952,11890,2,1,2,TRIE - BTIE,103255,2113,2638,4843,6020,-4
7872,314,1,24.09.15,11426,4,1,657,50,BDIE,24.09.15,59940,60030,59940,60031,2,2406,50,SOME,24.09.15,60024,60091,60042,60105,435993,122,1,1,1,BDIE - BirmBhf,106274,1312,2042,2885,4618,67
7873,325,2,24.09.15,11415,1,5,2471,50,STAF,24.09.15,78414,78477,78432,78489,6,2569,53,STEA,24.09.15,78480,78535,78498,78535,436726,12575,2,1,2,DWEI - BDIE,106260,2379,2392,5447,5472,55
7874,786,2,24.09.15,11021,17,8,1871,51,PFAF,24.09.15,57234,57266,57252,57266,9,2622,51,SAGG,24.09.15,57288,57298,57306,57298,68176,6500,8,1,8,FAEI - KLUS,94106,2461,2432,5646,5571,10
7875,912,2,24.09.15,11657,2,20,832,1,FELD,24.09.15,47256,47508,47274,47515,21,1456,1,KRES,24.09.15,47322,47575,47340,47587,182190,16406,20,1,20,ITFA - OPER wenden OPER,96381,2689,2612,6392,5951,253
7876,912,2,24.09.15,11657,2,1,1342,50,ITFA,24.09.15,38700,38829,38700,38829,2,1341,51,ITDO,24.09.15,38742,38873,38760,38882,182186,16406,20,1,20,ITFA - OPER wenden OPER,96381,2549,2548,6223,6222,131
7877,10,2,23.09.15,3071,6,10,1399,1,KINK,23.09.15,36552,36619,36570,36629,11,1550,1,LETZ,23.09.15,36600,36664,36624,36673,46060,12798,4,1,4,GESS - FRAF Mutation auf Li 12,91940,2292,2274,5236,5182,64
7878,13,2,23.09.15,2047,6,1,46,0,ALBG,23.09.15,25380,25348,25380,25348,2,2596,1,STRV,23.09.15,25470,25420,25506,25445,46845,5233,2,1,2,ALBG - FRAN,93384,2809,2714,6694,6458,-50
7879,31,2,23.09.15,10068,6,4,2450,11,SPRE,23.09.15,35682,35648,35700,35659,5,1472,11,KUNS,23.09.15,35790,35891,35832,35908,49672,11777,2,1,2,HEGI - SZEN,90293,2598,1305,5917,6132,101
7880,2,2,23.09.15,2073,4,19,1548,1,LETG,23.09.15,50160,50168,50184,50182,20,883,1,FREI,23.09.15,50232,50234,50256,50249,349709,4400,2,1,2,BTIE - FARB,104220,2245,2253,5098,5120,2
7881,786,1,23.09.15,11002,17,1,6591,50,GAAN,23.09.15,23040,22223,23040,22710,2,1324,50,FAEI,23.09.15,23880,23478,23880,23904,68157,12786,19,2,19,GAAN - FAEI,94106,2446,2470,5604,5662,-402
7882,32,1,23.09.15,10079,2,16,1158,10,HELV,23.09.15,69966,70015,69984,70034,17,1386,10,KERN,23.09.15,70014,70063,70026,70076,352543,4326,1,1,1,HOLZ - STRV,103573,2528,2247,5804,5104,49
7883,13,2,23.09.15,2084,4,23,800,1,EGUT,23.09.15,81156,81207,81180,81216,24,67,1,ATRO,23.09.15,81222,81268,81240,81277,47125,5233,2,1,2,ALBG - FRAN,91839,2635,2853,6013,6805,46
7884,751,1,23.09.15,10274,4,6,1006,50,GDOR,23.09.15,63264,63349,63282,63370,7,2671,50,TOBE,23.09.15,63390,63464,63402,63472,67472,12358,1,1,1,BSTE - KFLU,90781,2715,2698,6465,6405,74
7885,6,1,23.09.15,2109,2,10,619,4,CENT,23.09.15,86376,86495,86412,86506,11,412,1,BPLA,24.09.15,108,198,156,212,350475,4560,3,1,3,ZOO - GESS,104086,1938,1541,9149,3448,90
7886,6,2,23.09.15,2099,4,12,2788,1,VOLT,23.09.15,38466,38491,38490,38502,13,1407,1,KFLU,23.09.15,38568,38591,38616,38628,350517,4559,2,1,2,ENGE - ZOO,103211,2766,2845,6581,6784,23
7887,9,2,23.09.15,3043,5,12,601,0,BOES,23.09.15,60756,60797,60774,60810,13,615,0,BURK,23.09.15,60858,60880,60894,60893,350966,5115,4,1,4,TRIE - HIRZ,103571,2228,2590,6211,6341,22
7888,9,1,23.09.15,2090,4,21,440,4,BELL,23.09.15,57846,57829,57894,57860,22,615,1,BURK,23.09.15,57966,57943,58026,57958,350938,5114,3,1,3,HIRZ - TRIE,104759,1565,2590,3534,6339,-23
7889,301,1,23.09.15,11444,2,2,1759,50,OBDO,23.09.15,47346,47352,47358,47363,3,1094,50,OHAL,23.09.15,47394,47403,47406,47403,436962,45,1,1,1,OPOS - BDIE,106577,2480,2339,5684,5354,9
